Location,Year,Series,Series Code,Permits
Davidson County,1988,Units in All Multi-Family Structures,3,1896
Davidson County,1989,Units in All Multi-Family Structures,3,445
Davidson County,1990,Units in All Multi-Family Structures,3,399
Davidson County,1991,Units in All Multi-Family Structures,3,209
Davidson County,1992,Units in All Multi-Family Structures,3,169
Davidson County,1993,Units in All Multi-Family Structures,3,333
Davidson County,1994,Units in All Multi-Family Structures,3,920
Davidson County,1995,Units in All Multi-Family Structures,3,1067
Davidson County,1996,Units in All Multi-Family Structures,3,2723
Davidson County,1997,Units in All Multi-Family Structures,3,1962
Davidson County,1998,Units in All Multi-Family Structures,3,880
Davidson County,1999,Units in All Multi-Family Structures,3,1275
Davidson County,2000,Units in All Multi-Family Structures,3,711
Davidson County,2001,Units in All Multi-Family Structures,3,547
Davidson County,2002,Units in All Multi-Family Structures,3,588
Davidson County,2003,Units in All Multi-Family Structures,3,1121
Davidson County,2004,Units in All Multi-Family Structures,3,1178
Davidson County,2005,Units in All Multi-Family Structures,3,1201
Davidson County,2006,Units in All Multi-Family Structures,3,1039
Davidson County,2007,Units in All Multi-Family Structures,3,2290
Davidson County,2008,Units in All Multi-Family Structures,3,819
Davidson County,2009,Units in All Multi-Family Structures,3,541
Davidson County,2010,Units in All Multi-Family Structures,3,567
Davidson County,2011,Units in All Multi-Family Structures,3,854
Davidson County,2012,Units in All Multi-Family Structures,3,1621
Davidson County,2013,Units in All Multi-Family Structures,3,2142
Davidson County,2014,Units in All Multi-Family Structures,3,3829
Davidson County,2015,Units in All Multi-Family Structures,3,4365
Davidson County,2016,Units in All Multi-Family Structures,3,5751
Davidson County,2017,Units in All Multi-Family Structures,3,2439
Davidson County,2018,Units in All Multi-Family Structures,3,3268
Davidson County,2019,Units in All Multi-Family Structures,3,5935
Davidson County,2020,Units in All Multi-Family Structures,3,9616
Davidson County,2021,Units in All Multi-Family Structures,3,12205
Dickson County,1980,Units in Single-Family Structures,2,45
Dickson County,1981,Units in Single-Family Structures,2,12
Dickson County,1982,Units in Single-Family Structures,2,25
Dickson County,1983,Units in Single-Family Structures,2,8
Dickson County,1984,Units in Single-Family Structures,2,6
Dickson County,1985,Units in Single-Family Structures,2,22
Dickson County,1986,Units in Single-Family Structures,2,22
Dickson County,1987,Units in Single-Family Structures,2,44
Dickson County,1988,Units in Single-Family Structures,2,46
Dickson County,1989,Units in Single-Family Structures,2,51
Dickson County,1990,Units in Single-Family Structures,2,187
Dickson County,1991,Units in Single-Family Structures,2,134
Dickson County,1992,Units in Single-Family Structures,2,193
Dickson County,1993,Units in Single-Family Structures,2,218
Dickson County,1994,Units in Single-Family Structures,2,240
Dickson County,1995,Units in Single-Family Structures,2,239
Dickson County,1996,Units in Single-Family Structures,2,286
Dickson County,1997,Units in Single-Family Structures,2,278
Dickson County,1998,Units in Single-Family Structures,2,313
Dickson County,1999,Units in Single-Family Structures,2,323
Dickson County,2000,Units in Single-Family Structures,2,284
Dickson County,2001,Units in Single-Family Structures,2,309
Dickson County,2002,Units in Single-Family Structures,2,243
Dickson County,2003,Units in Single-Family Structures,2,230
Dickson County,2004,Units in Single-Family Structures,2,273
Dickson County,2005,Units in Single-Family Structures,2,262
Dickson County,2006,Units in Single-Family Structures,2,342
Dickson County,2007,Units in Single-Family Structures,2,301
Dickson County,2008,Units in Single-Family Structures,2,146
Dickson County,2009,Units in Single-Family Structures,2,103
Dickson County,2010,Units in Single-Family Structures,2,103
Dickson County,2011,Units in Single-Family Structures,2,80
Dickson County,2012,Units in Single-Family Structures,2,98
Dickson County,2013,Units in Single-Family Structures,2,109
Dickson County,2014,Units in Single-Family Structures,2,138
Dickson County,2015,Units in Single-Family Structures,2,204
Dickson County,2016,Units in Single-Family Structures,2,260
Dickson County,2017,Units in Single-Family Structures,2,320
Dickson County,2018,Units in Single-Family Structures,2,356
Dickson County,2019,Units in Single-Family Structures,2,359
Dickson County,2020,Units in Single-Family Structures,2,463
Dickson County,2021,Units in Single-Family Structures,2,473
Dickson County,1980,Units in All Multi-Family Structures,3,54
Dickson County,1981,Units in All Multi-Family Structures,3,52
Dickson County,1982,Units in All Multi-Family Structures,3,90
Dickson County,1983,Units in All Multi-Family Structures,3,64
Dickson County,1984,Units in All Multi-Family Structures,3,6
Dickson County,1985,Units in All Multi-Family Structures,3,8
Dickson County,1986,Units in All Multi-Family Structures,3,28
Dickson County,1987,Units in All Multi-Family Structures,3,49
Dickson County,1988,Units in All Multi-Family Structures,3,34
Dickson County,1989,Units in All Multi-Family Structures,3,4
Dickson County,1990,Units in All Multi-Family Structures,3,8
Dickson County,1991,Units in All Multi-Family Structures,3,12
Dickson County,1992,Units in All Multi-Family Structures,3,12
Dickson County,1993,Units in All Multi-Family Structures,3,77
Dickson County,1994,Units in All Multi-Family Structures,3,31
Dickson County,1995,Units in All Multi-Family Structures,3,146
Dickson County,1996,Units in All Multi-Family Structures,3,18
Dickson County,1997,Units in All Multi-Family Structures,3,20
Dickson County,1998,Units in All Multi-Family Structures,3,34
Dickson County,1999,Units in All Multi-Family Structures,3,218
Dickson County,2000,Units in All Multi-Family Structures,3,30
Dickson County,2001,Units in All Multi-Family Structures,3,98
Dickson County,2002,Units in All Multi-Family Structures,3,128
Dickson County,2003,Units in All Multi-Family Structures,3,12
Dickson County,2004,Units in All Multi-Family Structures,3,24
Dickson County,2005,Units in All Multi-Family Structures,3,4
Dickson County,2006,Units in All Multi-Family Structures,3,10
Dickson County,2007,Units in All Multi-Family Structures,3,10
Dickson County,2008,Units in All Multi-Family Structures,3,8
Dickson County,2009,Units in All Multi-Family Structures,3,4
Dickson County,2010,Units in All Multi-Family Structures,3,6
Dickson County,2011,Units in All Multi-Family Structures,3,8
Dickson County,2012,Units in All Multi-Family Structures,3,48
Dickson County,2013,Units in All Multi-Family Structures,3,0
Dickson County,2014,Units in All Multi-Family Structures,3,64
Dickson County,2015,Units in All Multi-Family Structures,3,7
Dickson County,2016,Units in All Multi-Family Structures,3,0
Dickson County,2017,Units in All Multi-Family Structures,3,0
Dickson County,2018,Units in All Multi-Family Structures,3,0
Dickson County,2019,Units in All Multi-Family Structures,3,0
Dickson County,2020,Units in All Multi-Family Structures,3,0
Dickson County,2021,Units in All Multi-Family Structures,3,144
Houston County,1980,Units in Single-Family Structures,2,15
Houston County,1981,Units in Single-Family Structures,2,2
Houston County,1982,Units in Single-Family Structures,2,1
Houston County,1983,Units in Single-Family Structures,2,1
Houston County,1984,Units in Single-Family Structures,2,1
Houston County,1985,Units in Single-Family Structures,2,1
Houston County,1986,Units in Single-Family Structures,2,1
Houston County,1987,Units in Single-Family Structures,2,1
Houston County,1988,Units in Single-Family Structures,2,1
Houston County,1989,Units in Single-Family Structures,2,1
Houston County,1990,Units in Single-Family Structures,2,6
Houston County,1991,Units in Single-Family Structures,2,0
Houston County,1992,Units in Single-Family Structures,2,4
Houston County,1993,Units in Single-Family Structures,2,0
Houston County,1994,Units in Single-Family Structures,2,1
Houston County,1995,Units in Single-Family Structures,2,0
Houston County,1996,Units in Single-Family Structures,2,0
Houston County,1997,Units in Single-Family Structures,2,1
Houston County,1998,Units in Single-Family Structures,2,1
Houston County,1999,Units in Single-Family Structures,2,6
Houston County,2000,Units in Single-Family Structures,2,2
Houston County,2001,Units in Single-Family Structures,2,2
Houston County,2002,Units in Single-Family Structures,2,2
Houston County,2003,Units in Single-Family Structures,2,1
Houston County,2004,Units in Single-Family Structures,2,3
Houston County,2005,Units in Single-Family Structures,2,4
Houston County,2006,Units in Single-Family Structures,2,1
Houston County,2007,Units in Single-Family Structures,2,1
Houston County,2008,Units in Single-Family Structures,2,1
Houston County,2009,Units in Single-Family Structures,2,2
Houston County,2010,Units in Single-Family Structures,2,3
Houston County,2011,Units in Single-Family Structures,2,1
Houston County,2012,Units in Single-Family Structures,2,2
Houston County,2013,Units in Single-Family Structures,2,0
Houston County,2014,Units in Single-Family Structures,2,1
Houston County,2015,Units in Single-Family Structures,2,1
Houston County,2016,Units in Single-Family Structures,2,0
Houston County,2017,Units in Single-Family Structures,2,1
Houston County,2018,Units in Single-Family Structures,2,0
Houston County,2019,Units in Single-Family Structures,2,2
Houston County,2020,Units in Single-Family Structures,2,0
Houston County,2021,Units in Single-Family Structures,2,1
Houston County,1980,Units in All Multi-Family Structures,3,0
Houston County,1981,Units in All Multi-Family Structures,3,0
Houston County,1982,Units in All Multi-Family Structures,3,0
Houston County,1983,Units in All Multi-Family Structures,3,0
Houston County,1984,Units in All Multi-Family Structures,3,0
Houston County,1985,Units in All Multi-Family Structures,3,0
Houston County,1986,Units in All Multi-Family Structures,3,0
Houston County,1987,Units in All Multi-Family Structures,3,0
Houston County,1988,Units in All Multi-Family Structures,3,0
Houston County,1989,Units in All Multi-Family Structures,3,0
Houston County,1990,Units in All Multi-Family Structures,3,0
Houston County,1991,Units in All Multi-Family Structures,3,0
Houston County,1992,Units in All Multi-Family Structures,3,0
Houston County,1993,Units in All Multi-Family Structures,3,0
Houston County,1994,Units in All Multi-Family Structures,3,0
Houston County,1995,Units in All Multi-Family Structures,3,0
Houston County,1996,Units in All Multi-Family Structures,3,0
Houston County,1997,Units in All Multi-Family Structures,3,0
Houston County,1998,Units in All Multi-Family Structures,3,0
Houston County,1999,Units in All Multi-Family Structures,3,0
Houston County,2000,Units in All Multi-Family Structures,3,0
Houston County,2001,Units in All Multi-Family Structures,3,0
Houston County,2002,Units in All Multi-Family Structures,3,0
Houston County,2003,Units in All Multi-Family Structures,3,0
Houston County,2004,Units in All Multi-Family Structures,3,0
Houston County,2005,Units in All Multi-Family Structures,3,0
Houston County,2006,Units in All Multi-Family Structures,3,0
Houston County,2007,Units in All Multi-Family Structures,3,0
Houston County,2008,Units in All Multi-Family Structures,3,0
Houston County,2009,Units in All Multi-Family Structures,3,0
Houston County,2010,Units in All Multi-Family Structures,3,0
Houston County,2011,Units in All Multi-Family Structures,3,0
Houston County,2012,Units in All Multi-Family Structures,3,0
Houston County,2013,Units in All Multi-Family Structures,3,0
Houston County,2014,Units in All Multi-Family Structures,3,0
Houston County,2015,Units in All Multi-Family Structures,3,0
Houston County,2016,Units in All Multi-Family Structures,3,0
Houston County,2017,Units in All Multi-Family Structures,3,0
Houston County,2018,Units in All Multi-Family Structures,3,0
Houston County,2019,Units in All Multi-Family Structures,3,0
Houston County,2020,Units in All Multi-Family Structures,3,0
Houston County,2021,Units in All Multi-Family Structures,3,0
Humphreys County,1980,Units in Single-Family Structures,2,19
Humphreys County,1981,Units in Single-Family Structures,2,19
Humphreys County,1982,Units in Single-Family Structures,2,8
Humphreys County,1983,Units in Single-Family Structures,2,7
Humphreys County,1984,Units in Single-Family Structures,2,5
Humphreys County,1985,Units in Single-Family Structures,2,7
Humphreys County,1986,Units in Single-Family Structures,2,17
Humphreys County,1987,Units in Single-Family Structures,2,14
Humphreys County,1988,Units in Single-Family Structures,2,12
Humphreys County,1989,Units in Single-Family Structures,2,15
Humphreys County,1990,Units in Single-Family Structures,2,15
Humphreys County,1991,Units in Single-Family Structures,2,14
Humphreys County,1992,Units in Single-Family Structures,2,26
Humphreys County,1993,Units in Single-Family Structures,2,25
Humphreys County,1994,Units in Single-Family Structures,2,18
Humphreys County,1995,Units in Single-Family Structures,2,27
Humphreys County,1996,Units in Single-Family Structures,2,33
Humphreys County,1997,Units in Single-Family Structures,2,25
Humphreys County,1998,Units in Single-Family Structures,2,30
Humphreys County,1999,Units in Single-Family Structures,2,35
Humphreys County,2000,Units in Single-Family Structures,2,18
Humphreys County,2001,Units in Single-Family Structures,2,25
Humphreys County,2002,Units in Single-Family Structures,2,22
Humphreys County,2003,Units in Single-Family Structures,2,26
Humphreys County,2004,Units in Single-Family Structures,2,29
Humphreys County,2005,Units in Single-Family Structures,2,32
Humphreys County,2006,Units in Single-Family Structures,2,25
Humphreys County,2007,Units in Single-Family Structures,2,23
Humphreys County,2008,Units in Single-Family Structures,2,8
Humphreys County,2009,Units in Single-Family Structures,2,17
Humphreys County,2010,Units in Single-Family Structures,2,10
Humphreys County,2011,Units in Single-Family Structures,2,1
Humphreys County,2012,Units in Single-Family Structures,2,4
Humphreys County,2013,Units in Single-Family Structures,2,3
Humphreys County,2014,Units in Single-Family Structures,2,10
Humphreys County,2015,Units in Single-Family Structures,2,10
Humphreys County,2016,Units in Single-Family Structures,2,8
Humphreys County,2017,Units in Single-Family Structures,2,10
Humphreys County,2018,Units in Single-Family Structures,2,11
Humphreys County,2019,Units in Single-Family Structures,2,10
Humphreys County,2020,Units in Single-Family Structures,2,10
Humphreys County,2021,Units in Single-Family Structures,2,20
Humphreys County,1980,Units in All Multi-Family Structures,3,0
Humphreys County,1981,Units in All Multi-Family Structures,3,0
Humphreys County,1982,Units in All Multi-Family Structures,3,64
Humphreys County,1983,Units in All Multi-Family Structures,3,2
Humphreys County,1984,Units in All Multi-Family Structures,3,0
Humphreys County,1985,Units in All Multi-Family Structures,3,0
Humphreys County,1986,Units in All Multi-Family Structures,3,0
Humphreys County,1987,Units in All Multi-Family Structures,3,0
Humphreys County,1988,Units in All Multi-Family Structures,3,0
Humphreys County,1989,Units in All Multi-Family Structures,3,3
Humphreys County,1990,Units in All Multi-Family Structures,3,0
Humphreys County,1991,Units in All Multi-Family Structures,3,2
Humphreys County,1992,Units in All Multi-Family Structures,3,0
Humphreys County,1993,Units in All Multi-Family Structures,3,0
Humphreys County,1994,Units in All Multi-Family Structures,3,4
Humphreys County,1995,Units in All Multi-Family Structures,3,0
Humphreys County,1996,Units in All Multi-Family Structures,3,4
Humphreys County,1997,Units in All Multi-Family Structures,3,0
Humphreys County,1998,Units in All Multi-Family Structures,3,0
Humphreys County,1999,Units in All Multi-Family Structures,3,0
Humphreys County,2000,Units in All Multi-Family Structures,3,2
Humphreys County,2001,Units in All Multi-Family Structures,3,0
Humphreys County,2002,Units in All Multi-Family Structures,3,37
Humphreys County,2003,Units in All Multi-Family Structures,3,0
Humphreys County,2004,Units in All Multi-Family Structures,3,0
Humphreys County,2005,Units in All Multi-Family Structures,3,0
Humphreys County,2006,Units in All Multi-Family Structures,3,0
Humphreys County,2007,Units in All Multi-Family Structures,3,0
Humphreys County,2008,Units in All Multi-Family Structures,3,0
Humphreys County,2009,Units in All Multi-Family Structures,3,0
Humphreys County,2010,Units in All Multi-Family Structures,3,48
Humphreys County,2011,Units in All Multi-Family Structures,3,0
Humphreys County,2012,Units in All Multi-Family Structures,3,0
Humphreys County,2013,Units in All Multi-Family Structures,3,0
Humphreys County,2014,Units in All Multi-Family Structures,3,0
Humphreys County,2015,Units in All Multi-Family Structures,3,0
Humphreys County,2016,Units in All Multi-Family Structures,3,0
Humphreys County,2017,Units in All Multi-Family Structures,3,0
Humphreys County,2018,Units in All Multi-Family Structures,3,0
Humphreys County,2019,Units in All Multi-Family Structures,3,0
Humphreys County,2020,Units in All Multi-Family Structures,3,4
Humphreys County,2021,Units in All Multi-Family Structures,3,0
Maury County,1980,Units in Single-Family Structures,2,60
Maury County,1981,Units in Single-Family Structures,2,44
Maury County,1982,Units in Single-Family Structures,2,32
Maury County,1983,Units in Single-Family Structures,2,103
Maury County,1984,Units in Single-Family Structures,2,79
Maury County,1985,Units in Single-Family Structures,2,155
Maury County,1986,Units in Single-Family Structures,2,154
Maury County,1987,Units in Single-Family Structures,2,138
Maury County,1988,Units in Single-Family Structures,2,195
Maury County,1989,Units in Single-Family Structures,2,271
Maury County,1990,Units in Single-Family Structures,2,575
Maury County,1991,Units in Single-Family Structures,2,522
Maury County,1992,Units in Single-Family Structures,2,503
Maury County,1993,Units in Single-Family Structures,2,854
Maury County,1994,Units in Single-Family Structures,2,676
Maury County,1995,Units in Single-Family Structures,2,735
Maury County,1996,Units in Single-Family Structures,2,816
Maury County,1997,Units in Single-Family Structures,2,766
Maury County,1998,Units in Single-Family Structures,2,734
Maury County,1999,Units in Single-Family Structures,2,862
Maury County,2000,Units in Single-Family Structures,2,754
Maury County,2001,Units in Single-Family Structures,2,916
Maury County,2002,Units in Single-Family Structures,2,1165
Maury County,2003,Units in Single-Family Structures,2,1289
Maury County,2004,Units in Single-Family Structures,2,1542
Maury County,2005,Units in Single-Family Structures,2,1926
Maury County,2006,Units in Single-Family Structures,2,1814
Maury County,2007,Units in Single-Family Structures,2,1137
Maury County,2008,Units in Single-Family Structures,2,622
Maury County,2009,Units in Single-Family Structures,2,367
Maury County,2010,Units in Single-Family Structures,2,341
Maury County,2011,Units in Single-Family Structures,2,387
Maury County,2012,Units in Single-Family Structures,2,542
Maury County,2013,Units in Single-Family Structures,2,677
Maury County,2014,Units in Single-Family Structures,2,780
Maury County,2015,Units in Single-Family Structures,2,875
Maury County,2016,Units in Single-Family Structures,2,1198
Maury County,2017,Units in Single-Family Structures,2,1396
Maury County,2018,Units in Single-Family Structures,2,1538
Maury County,2019,Units in Single-Family Structures,2,1347
Maury County,2020,Units in Single-Family Structures,2,1749
Maury County,2021,Units in Single-Family Structures,2,1686
Maury County,1980,Units in All Multi-Family Structures,3,168
Maury County,1981,Units in All Multi-Family Structures,3,0
Maury County,1982,Units in All Multi-Family Structures,3,2
Maury County,1983,Units in All Multi-Family Structures,3,90
Maury County,1984,Units in All Multi-Family Structures,3,34
Maury County,1985,Units in All Multi-Family Structures,3,218
Maury County,1986,Units in All Multi-Family Structures,3,115
Maury County,1987,Units in All Multi-Family Structures,3,88
Maury County,1988,Units in All Multi-Family Structures,3,217
Maury County,1989,Units in All Multi-Family Structures,3,34
Maury County,1990,Units in All Multi-Family Structures,3,240
Maury County,1991,Units in All Multi-Family Structures,3,124
Maury County,1992,Units in All Multi-Family Structures,3,50
Maury County,1993,Units in All Multi-Family Structures,3,8
Maury County,1994,Units in All Multi-Family Structures,3,4
Maury County,1995,Units in All Multi-Family Structures,3,20
Maury County,1996,Units in All Multi-Family Structures,3,50
Maury County,1997,Units in All Multi-Family Structures,3,258
Maury County,1998,Units in All Multi-Family Structures,3,0
Maury County,1999,Units in All Multi-Family Structures,3,0
Maury County,2000,Units in All Multi-Family Structures,3,0
Maury County,2001,Units in All Multi-Family Structures,3,14
Maury County,2002,Units in All Multi-Family Structures,3,44
Maury County,2003,Units in All Multi-Family Structures,3,98
Maury County,2004,Units in All Multi-Family Structures,3,160
Maury County,2005,Units in All Multi-Family Structures,3,10
Maury County,2006,Units in All Multi-Family Structures,3,142
Maury County,2007,Units in All Multi-Family Structures,3,156
Maury County,2008,Units in All Multi-Family Structures,3,6
Maury County,2009,Units in All Multi-Family Structures,3,0
Maury County,2010,Units in All Multi-Family Structures,3,0
Maury County,2011,Units in All Multi-Family Structures,3,15
Maury County,2012,Units in All Multi-Family Structures,3,0
Maury County,2013,Units in All Multi-Family Structures,3,12
Maury County,2014,Units in All Multi-Family Structures,3,4
Maury County,2015,Units in All Multi-Family Structures,3,0
Maury County,2016,Units in All Multi-Family Structures,3,28
Maury County,2017,Units in All Multi-Family Structures,3,116
Maury County,2018,Units in All Multi-Family Structures,3,28
Maury County,2019,Units in All Multi-Family Structures,3,175
Maury County,2020,Units in All Multi-Family Structures,3,142
Maury County,2021,Units in All Multi-Family Structures,3,711
Montgomery County,1980,Units in Single-Family Structures,2,599
Montgomery County,1981,Units in Single-Family Structures,2,186
Montgomery County,1982,Units in Single-Family Structures,2,458
Montgomery County,1983,Units in Single-Family Structures,2,834
Montgomery County,1984,Units in Single-Family Structures,2,609
Montgomery County,1985,Units in Single-Family Structures,2,736
Montgomery County,1986,Units in Single-Family Structures,2,980
Montgomery County,1987,Units in Single-Family Structures,2,894
Montgomery County,1988,Units in Single-Family Structures,2,881
Montgomery County,1989,Units in Single-Family Structures,2,841
Montgomery County,1990,Units in Single-Family Structures,2,716
Montgomery County,1991,Units in Single-Family Structures,2,1111
Montgomery County,1992,Units in Single-Family Structures,2,1362
Montgomery County,1993,Units in Single-Family Structures,2,1565
Montgomery County,1994,Units in Single-Family Structures,2,1442
Montgomery County,1995,Units in Single-Family Structures,2,1602
Montgomery County,1996,Units in Single-Family Structures,2,1418
Montgomery County,1997,Units in Single-Family Structures,2,1129
Montgomery County,1998,Units in Single-Family Structures,2,1170
Montgomery County,1999,Units in Single-Family Structures,2,1213
Montgomery County,2000,Units in Single-Family Structures,2,966
Montgomery County,2001,Units in Single-Family Structures,2,1055
Montgomery County,2002,Units in Single-Family Structures,2,1201
Montgomery County,2003,Units in Single-Family Structures,2,1402
Montgomery County,2004,Units in Single-Family Structures,2,2088
Montgomery County,2005,Units in Single-Family Structures,2,1843
Montgomery County,2006,Units in Single-Family Structures,2,1914
Montgomery County,2007,Units in Single-Family Structures,2,1378
Montgomery County,2008,Units in Single-Family Structures,2,907
Montgomery County,2009,Units in Single-Family Structures,2,1207
Montgomery County,2010,Units in Single-Family Structures,2,1040
Montgomery County,2011,Units in Single-Family Structures,2,1340
Montgomery County,2012,Units in Single-Family Structures,2,1308
Montgomery County,2013,Units in Single-Family Structures,2,1165
Montgomery County,2014,Units in Single-Family Structures,2,1224
Montgomery County,2015,Units in Single-Family Structures,2,1077
Montgomery County,2016,Units in Single-Family Structures,2,1241
Montgomery County,2017,Units in Single-Family Structures,2,1485
Montgomery County,2018,Units in Single-Family Structures,2,1446
Montgomery County,2019,Units in Single-Family Structures,2,2265
Montgomery County,2020,Units in Single-Family Structures,2,2946
Montgomery County,2021,Units in Single-Family Structures,2,2119
Montgomery County,1980,Units in All Multi-Family Structures,3,150
Montgomery County,1981,Units in All Multi-Family Structures,3,56
Montgomery County,1982,Units in All Multi-Family Structures,3,418
Montgomery County,1983,Units in All Multi-Family Structures,3,333
Montgomery County,1984,Units in All Multi-Family Structures,3,297
Montgomery County,1985,Units in All Multi-Family Structures,3,221
Montgomery County,1986,Units in All Multi-Family Structures,3,248
Montgomery County,1987,Units in All Multi-Family Structures,3,302
Montgomery County,1988,Units in All Multi-Family Structures,3,288
Montgomery County,1989,Units in All Multi-Family Structures,3,337
Montgomery County,1990,Units in All Multi-Family Structures,3,117
Montgomery County,1991,Units in All Multi-Family Structures,3,106
Montgomery County,1992,Units in All Multi-Family Structures,3,139
Montgomery County,1993,Units in All Multi-Family Structures,3,378
Montgomery County,1994,Units in All Multi-Family Structures,3,518
Montgomery County,1995,Units in All Multi-Family Structures,3,517
Montgomery County,1996,Units in All Multi-Family Structures,3,378
Montgomery County,1997,Units in All Multi-Family Structures,3,340
Montgomery County,1998,Units in All Multi-Family Structures,3,111
Montgomery County,1999,Units in All Multi-Family Structures,3,88
Montgomery County,2000,Units in All Multi-Family Structures,3,377
Montgomery County,2001,Units in All Multi-Family Structures,3,480
Montgomery County,2002,Units in All Multi-Family Structures,3,343
Montgomery County,2003,Units in All Multi-Family Structures,3,589
Montgomery County,2004,Units in All Multi-Family Structures,3,412
Montgomery County,2005,Units in All Multi-Family Structures,3,779
Montgomery County,2006,Units in All Multi-Family Structures,3,1089
Montgomery County,2007,Units in All Multi-Family Structures,3,535
Montgomery County,2008,Units in All Multi-Family Structures,3,418
Montgomery County,2009,Units in All Multi-Family Structures,3,181
Montgomery County,2010,Units in All Multi-Family Structures,3,760
Montgomery County,2011,Units in All Multi-Family Structures,3,510
Montgomery County,2012,Units in All Multi-Family Structures,3,421
Montgomery County,2013,Units in All Multi-Family Structures,3,580
Montgomery County,2014,Units in All Multi-Family Structures,3,222
Montgomery County,2015,Units in All Multi-Family Structures,3,186
Montgomery County,2016,Units in All Multi-Family Structures,3,290
Montgomery County,2017,Units in All Multi-Family Structures,3,231
Montgomery County,2018,Units in All Multi-Family Structures,3,277
Montgomery County,2019,Units in All Multi-Family Structures,3,210
Montgomery County,2020,Units in All Multi-Family Structures,3,688
Montgomery County,2021,Units in All Multi-Family Structures,3,1889
Robertson County,1980,Units in Single-Family Structures,2,114
Robertson County,1981,Units in Single-Family Structures,2,83
Robertson County,1982,Units in Single-Family Structures,2,63
Robertson County,1983,Units in Single-Family Structures,2,154
Robertson County,1984,Units in Single-Family Structures,2,136
Robertson County,1985,Units in Single-Family Structures,2,223
Robertson County,1986,Units in Single-Family Structures,2,317
Robertson County,1987,Units in Single-Family Structures,2,454
Robertson County,1988,Units in Single-Family Structures,2,366
Robertson County,1989,Units in Single-Family Structures,2,298
Robertson County,1990,Units in Single-Family Structures,2,334
Robertson County,1991,Units in Single-Family Structures,2,292
Robertson County,1992,Units in Single-Family Structures,2,302
Robertson County,1993,Units in Single-Family Structures,2,557
Robertson County,1994,Units in Single-Family Structures,2,579
Robertson County,1995,Units in Single-Family Structures,2,654
Robertson County,1996,Units in Single-Family Structures,2,929
Robertson County,1997,Units in Single-Family Structures,2,535
Robertson County,1998,Units in Single-Family Structures,2,733
Robertson County,1999,Units in Single-Family Structures,2,783
Robertson County,2000,Units in Single-Family Structures,2,596
Robertson County,2001,Units in Single-Family Structures,2,652
Robertson County,2002,Units in Single-Family Structures,2,641
Robertson County,2003,Units in Single-Family Structures,2,429
Robertson County,2004,Units in Single-Family Structures,2,525
Robertson County,2005,Units in Single-Family Structures,2,566
Robertson County,2006,Units in Single-Family Structures,2,685
Robertson County,2007,Units in Single-Family Structures,2,526
Robertson County,2008,Units in Single-Family Structures,2,269
Robertson County,2009,Units in Single-Family Structures,2,178
Robertson County,2010,Units in Single-Family Structures,2,159
Robertson County,2011,Units in Single-Family Structures,2,142
Robertson County,2012,Units in Single-Family Structures,2,131
Robertson County,2013,Units in Single-Family Structures,2,159
Robertson County,2014,Units in Single-Family Structures,2,233
Robertson County,2015,Units in Single-Family Structures,2,268
Robertson County,2016,Units in Single-Family Structures,2,370
Robertson County,2017,Units in Single-Family Structures,2,444
Robertson County,2018,Units in Single-Family Structures,2,383
Robertson County,2019,Units in Single-Family Structures,2,520
Robertson County,2020,Units in Single-Family Structures,2,726
Robertson County,2021,Units in Single-Family Structures,2,905
Robertson County,1980,Units in All Multi-Family Structures,3,0
Robertson County,1981,Units in All Multi-Family Structures,3,0
Robertson County,1982,Units in All Multi-Family Structures,3,0
Robertson County,1983,Units in All Multi-Family Structures,3,100
Robertson County,1984,Units in All Multi-Family Structures,3,159
Robertson County,1985,Units in All Multi-Family Structures,3,44
Robertson County,1986,Units in All Multi-Family Structures,3,58
Robertson County,1987,Units in All Multi-Family Structures,3,12
Robertson County,1988,Units in All Multi-Family Structures,3,60
Robertson County,1989,Units in All Multi-Family Structures,3,4
Robertson County,1990,Units in All Multi-Family Structures,3,2
Robertson County,1991,Units in All Multi-Family Structures,3,0
Robertson County,1992,Units in All Multi-Family Structures,3,0
Robertson County,1993,Units in All Multi-Family Structures,3,0
Robertson County,1994,Units in All Multi-Family Structures,3,18
Robertson County,1995,Units in All Multi-Family Structures,3,161
Robertson County,1996,Units in All Multi-Family Structures,3,18
Robertson County,1997,Units in All Multi-Family Structures,3,69
Robertson County,1998,Units in All Multi-Family Structures,3,29
Robertson County,1999,Units in All Multi-Family Structures,3,24
Robertson County,2000,Units in All Multi-Family Structures,3,14
Robertson County,2001,Units in All Multi-Family Structures,3,25
Robertson County,2002,Units in All Multi-Family Structures,3,14
Robertson County,2003,Units in All Multi-Family Structures,3,188
Robertson County,2004,Units in All Multi-Family Structures,3,8
Robertson County,2005,Units in All Multi-Family Structures,3,102
Robertson County,2006,Units in All Multi-Family Structures,3,5
Robertson County,2007,Units in All Multi-Family Structures,3,0
Robertson County,2008,Units in All Multi-Family Structures,3,0
Robertson County,2009,Units in All Multi-Family Structures,3,0
Robertson County,2010,Units in All Multi-Family Structures,3,0
Robertson County,2011,Units in All Multi-Family Structures,3,0
Robertson County,2012,Units in All Multi-Family Structures,3,2
Robertson County,2013,Units in All Multi-Family Structures,3,48
Robertson County,2014,Units in All Multi-Family Structures,3,10
Robertson County,2015,Units in All Multi-Family Structures,3,9
Robertson County,2016,Units in All Multi-Family Structures,3,0
Robertson County,2017,Units in All Multi-Family Structures,3,274
