NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Dickson city, Tennessee",1600000US4720620,5671.0,37045.0,3087.0833333333335,13081.0,1090.0833333333333,10836.0,903.0,23917.0,1993.0833333333333,35.31110811175597,35.31110811175597,29.250911054123364,29.250911054123364,64.56201916587932,64.56201916587933,13128.0,5842.0,49805.0,4150.416666666667,14465.0,1205.4166666666667,11724.0,977.0,26189.0,2182.4166666666665,29.043268748117654,29.043268748117654,23.539805240437705,23.53980524043771,52.58307398855536,52.58307398855536,23616.0,12760.0,34.44459441220138,1063.3333333333335,34.44459441220138,1384.0,10.580230869199603,115.33333333333348,10.580230869199617,2272.0,9.499519170464524,189.33333333333326,9.49951917046452,10488.0,79.89031078610603
"Dover city, Tennessee",1600000US4721400,726.0,37000.0,3083.3333333333335,12605.0,1050.4166666666667,8712.0,726.0,21317.0,1776.4166666666667,34.06756756756757,34.06756756756757,23.545945945945945,23.545945945945945,57.61351351351352,57.61351351351352,15683.0,697.0,39704.0,3308.6666666666665,17475.0,1456.25,12480.0,1040.0,29955.0,2496.25,44.01319766270401,44.01319766270401,31.432601249244406,31.432601249244406,75.44579891194843,75.44579891194842,9749.0,2704.0,7.308108108108108,225.33333333333303,7.308108108108098,4870.0,38.63546211820706,405.83333333333326,38.63546211820705,8638.0,40.521649387812545,719.8333333333333,40.52164938781254,-5934.0,-37.83714850475037
"Eagleville city, Tennessee",1600000US4722360,270.0,56500.0,4708.333333333333,15277.0,1273.0833333333333,13044.0,1087.0,28321.0,2360.0833333333335,27.038938053097343,27.038938053097343,23.086725663716816,23.086725663716816,50.12566371681416,50.12566371681416,28179.0,327.0,61375.0,5114.583333333333,17287.0,1440.5833333333333,16260.0,1355.0,33547.0,2795.583333333333,28.16619144602852,28.16619144602852,26.492871690427695,26.492871690427695,54.65906313645622,54.65906313645621,27828.0,4875.0,8.628318584070795,406.25,8.628318584070797,2010.0,13.157033448975582,167.5,13.157033448975586,5226.0,18.45273825076798,435.49999999999955,18.45273825076796,-351.0,-1.245608431810923
"Erin city, Tennessee",1600000US4724320,510.0,28182.0,2348.5,12697.0,1058.0833333333333,9132.0,761.0,21829.0,1819.0833333333333,45.053580299481936,45.053580299481936,32.403661911858634,32.403661911858634,77.45724221134057,77.45724221134057,6353.0,514.0,37222.0,3101.833333333333,14874.0,1239.5,10224.0,852.0,25098.0,2091.5,39.96023856858847,39.96023856858847,27.467626672398044,27.467626672398044,67.4278652409865,67.42786524098652,12124.0,9040.0,32.077212405081255,753.333333333333,32.07721240508125,2177.0,17.145782468299597,181.41666666666674,17.145782468299604,3269.0,14.975491318887718,272.41666666666674,14.975491318887723,5771.0,90.83897371320636
"Fairview city, Tennessee",1600000US4725440,2893.0,59406.0,4950.5,14416.0,1201.3333333333333,14292.0,1191.0,28708.0,2392.3333333333335,24.266909066424265,24.266909066424265,24.058175941824057,24.058175941824057,48.32508500824833,48.32508500824832,30698.0,2962.0,69300.0,5775.0,16572.0,1381.0,16224.0,1352.0,32796.0,2733.0,23.913419913419915,23.913419913419915,23.41125541125541,23.41125541125541,47.324675324675326,47.324675324675326,36504.0,9894.0,16.654883345116655,824.5,16.654883345116655,2156.0,14.95560488346282,179.66666666666674,14.955604883462826,4088.0,14.239933119687892,340.6666666666665,14.239933119687883,5806.0,18.913284253045802
"Forest Hills city, Tennessee",1600000US4727020,1743.0,199464.0,16622.0,14356.0,1196.3333333333333,37716.0,3143.0,52072.0,4339.333333333333,7.197288733806602,7.197288733806602,18.908675249669113,18.908675249669113,26.10596398347571,26.105963983475718,147392.0,1796.0,203056.0,16921.333333333332,15623.0,1301.9166666666667,38196.0,3183.0,53819.0,4484.916666666667,7.693936648018282,7.693936648018281,18.81057442281932,18.81057442281932,26.504511070837605,26.5045110708376,149237.0,3592.0,1.8008262142542013,299.3333333333321,1.800826214254194,1267.0,8.825578155475062,105.58333333333348,8.825578155475077,1747.0,3.3549700414810264,145.58333333333394,3.35497004148104,1845.0,1.25176400347373
"Franklin city, Tennessee",1600000US4727740,26228.0,85671.0,7139.25,12866.0,1072.1666666666667,19488.0,1624.0,32354.0,2696.1666666666665,15.01791738161105,15.017917381611046,22.747487481177995,22.747487481177995,37.76540486278904,37.76540486278904,53317.0,29947.0,98231.0,8185.916666666667,13864.0,1155.3333333333333,21480.0,1790.0,35344.0,2945.333333333333,14.113670837108447,14.11367083710845,21.86682411865908,21.86682411865908,35.980494955767526,35.980494955767526,62887.0,12560.0,14.66073700552112,1046.666666666667,14.660737005521126,998.0,7.756878594745842,83.16666666666652,7.756878594745826,2990.0,9.2415157322124,249.16666666666652,9.241515732212395,9570.0,17.949246956880543
"Gallatin city, Tennessee",1600000US4728540,12037.0,47957.0,3996.4166666666665,13110.0,1092.5,13584.0,1132.0,26694.0,2224.5,27.33698938632525,27.33698938632525,28.32537481493838,28.32537481493838,55.662364201263635,55.662364201263635,21263.0,14692.0,59745.0,4978.75,14295.0,1191.25,16308.0,1359.0,30603.0,2550.25,23.92668842580969,23.92668842580969,27.29600803414512,27.29600803414512,51.22269645995481,51.22269645995481,29142.0,11788.0,24.580353233104656,982.3333333333335,24.58035323310466,1185.0,9.038901601830664,98.75,9.038901601830664,3909.0,14.643740166329513,325.75,14.643740166329513,7879.0,37.05497813102572
"Goodlettsville city, Tennessee",1600000US4729920,6821.0,53763.0,4480.25,12652.0,1054.3333333333333,15036.0,1253.0,27688.0,2307.3333333333335,23.53291296988635,23.53291296988635,27.967189330952515,27.967189330952515,51.50010230083887,51.50010230083887,26075.0,6779.0,60268.0,5022.333333333333,13624.0,1135.3333333333333,15048.0,1254.0,28672.0,2389.333333333333,22.605694564279556,22.605694564279556,24.96847414880202,24.968474148802017,47.574168713081576,47.57416871308157,31596.0,6505.0,12.099399215073564,542.083333333333,12.099399215073557,972.0,7.682579829276004,81.0,7.682579829276004,984.0,3.5538861600693443,81.99999999999955,3.5538861600693243,5521.0,21.17353787152445
"Greenbrier town, Tennessee",1600000US4730960,2533.0,49491.0,4124.25,14646.0,1220.5,14304.0,1192.0,28950.0,2412.5,29.593259380493425,29.593259380493425,28.9022246469055,28.9022246469055,58.49548402739892,58.49548402739892,20541.0,2393.0,58446.0,4870.5,16685.0,1390.4166666666667,15072.0,1256.0,31757.0,2646.4166666666665,28.54771926222496,28.54771926222496,25.78790678575095,25.78790678575095,54.33562604797591,54.33562604797591,26689.0,8955.0,18.094198945262775,746.25,18.094198945262775,2039.0,13.921889935818655,169.91666666666674,13.92188993581866,2807.0,9.696027633851468,233.91666666666652,9.696027633851461,6148.0,29.93038313616669
"Hendersonville city, Tennessee",1600000US4733280,20898.0,61786.0,5148.833333333333,13293.0,1107.75,16644.0,1387.0,29937.0,2494.75,21.51458259152559,21.51458259152559,26.9381413265141,26.9381413265141,48.45272391803969,48.45272391803969,31849.0,21328.0,72539.0,6044.916666666667,14818.0,1234.8333333333333,18156.0,1513.0,32974.0,2747.833333333333,20.427632032423933,20.427632032423936,25.02929458636044,25.02929458636044,45.45692661878438,45.45692661878438,39565.0,10753.0,17.403618942802577,896.0833333333339,17.40361894280259,1525.0,11.472203415331379,127.08333333333326,11.472203415331371,3037.0,10.144637071182817,253.08333333333303,10.144637071182805,7716.0,24.226820308329934
"Kingston Springs town, Tennessee",1600000US4739660,1043.0,65767.0,5480.583333333333,15105.0,1258.75,16536.0,1378.0,31641.0,2636.75,22.967445679444097,22.967445679444097,25.143308954338806,25.1433089543388,48.1107546337829,48.110754633782896,34126.0,1013.0,80880.0,6740.0,16857.0,1404.75,16860.0,1405.0,33717.0,2809.75,20.8419881305638,20.8419881305638,20.84569732937685,20.84569732937685,41.68768545994065,41.68768545994065,47163.0,15113.0,22.979609834719543,1259.416666666667,22.979609834719547,1752.0,11.59880834160874,146.0,11.59880834160874,2076.0,6.561107423912013,173.0,6.561107423912013,13037.0,38.20254351520835
"La Vergne city, Tennessee",1600000US4741200,10672.0,54659.0,4554.916666666667,13964.0,1163.6666666666667,13620.0,1135.0,27584.0,2298.6666666666665,25.5474853180629,25.5474853180629,24.918128761960517,24.91812876196052,50.465614080023414,50.465614080023414,27075.0,10929.0,64531.0,5377.583333333333,16400.0,1366.6666666666667,13992.0,1166.0,30392.0,2532.6666666666665,25.414142040259723,25.41414204025972,21.682602160202077,21.682602160202077,47.09674420046179,47.09674420046179,34139.0,9872.0,18.0610695402404,822.6666666666661,18.061069540240386,2436.0,17.444858206817532,203.0,17.44485820681753,2808.0,10.179814385150813,234.0,10.179814385150813,7064.0,26.09048938134811
"Lebanon city, Tennessee",1600000US4741520,10571.0,41515.0,3459.5833333333335,12973.0,1081.0833333333333,12300.0,1025.0,25273.0,2106.0833333333335,31.24894616403709,31.248946164037093,29.62784535709984,29.62784535709984,60.876791521136944,60.876791521136944,16242.0,11925.0,54228.0,4519.0,13950.0,1162.5,13440.0,1120.0,27390.0,2282.5,25.72471785793317,25.72471785793317,24.78424430183669,24.78424430183669,50.508962159769865,50.508962159769865,26838.0,12713.0,30.62266650608214,1059.4166666666665,30.622666506082137,977.0,7.531025977029214,81.41666666666674,7.5310259770292225,2117.0,8.376528310845567,176.41666666666652,8.37652831084556,10596.0,65.2382711488733
"McEwen city, Tennessee",1600000US4744840,715.0,41550.0,3462.5,13889.0,1157.4166666666667,11388.0,949.0,25277.0,2106.4166666666665,33.427196149217814,33.42719614921781,27.407942238267147,27.407942238267147,60.83513838748495,60.83513838748495,16273.0,605.0,47813.0,3984.4166666666665,15680.0,1306.6666666666667,12408.0,1034.0,28088.0,2340.6666666666665,32.79442829356033,32.79442829356033,25.951101164955137,25.951101164955137,58.74552945851546,58.74552945851546,19725.0,6263.0,15.073405535499399,521.9166666666665,15.073405535499393,1791.0,12.895096839225287,149.25,12.895096839225284,2811.0,11.1207817383392,234.25,11.120781738339202,3452.0,21.21305229521293
"Millersville city, Tennessee",1600000US4748980,2510.0,58803.0,4900.25,14103.0,1175.25,14784.0,1232.0,28887.0,2407.25,23.98347023111066,23.98347023111066,25.1415744094689,25.1415744094689,49.12504464057956,49.12504464057956,29916.0,2525.0,65063.0,5421.916666666667,15616.0,1301.3333333333333,14832.0,1236.0,30448.0,2537.333333333333,24.00135253523508,24.00135253523508,22.79636659852758,22.79636659852758,46.79771913376266,46.79771913376266,34615.0,6260.0,10.645715354658776,521.666666666667,10.645715354658781,1513.0,10.72821385520811,126.08333333333326,10.728213855208105,1561.0,5.403814864818084,130.08333333333303,5.403814864818072,4699.0,15.707313812006953
"Mitchellville city, Tennessee",1600000US4749460,67.0,36250.0,3020.8333333333335,15071.0,1255.9166666666667,13416.0,1118.0,28487.0,2373.9166666666665,41.575172413793105,41.575172413793105,37.009655172413794,37.009655172413794,78.58482758620688,78.5848275862069,7763.0,55.0,38750.0,3229.1666666666665,18049.0,1504.0833333333333,16152.0,1346.0,34201.0,2850.083333333333,46.57806451612903,46.57806451612903,41.682580645161295,41.68258064516129,88.26064516129033,88.26064516129031,4549.0,2500.0,6.896551724137931,208.33333333333303,6.896551724137921,2978.0,19.759803596310796,248.16666666666652,19.759803596310782,5714.0,20.058272194334258,476.1666666666665,20.058272194334254,-3214.0,-41.40152003091588
"Mount Juliet city, Tennessee",1600000US4750780,10095.0,75973.0,6331.083333333333,13936.0,1161.3333333333333,16620.0,1385.0,30556.0,2546.3333333333335,18.34335882484567,18.34335882484567,21.876192857989025,21.87619285798902,40.2195516828347,40.21955168283469,45417.0,11969.0,91303.0,7608.583333333333,16272.0,1356.0,18852.0,1571.0,35124.0,2927.0,17.82197737204692,17.82197737204692,20.64773337130215,20.64773337130215,38.46971074334908,38.46971074334907,56179.0,15330.0,20.178221210166768,1277.5,20.17822121016677,2336.0,16.762342135476462,194.66666666666674,16.762342135476473,4568.0,14.949600733080246,380.6666666666665,14.94960073308024,10762.0,23.695972873593586
"Mount Pleasant city, Tennessee",1600000US4751080,1884.0,34963.0,2913.5833333333335,14008.0,1167.3333333333333,10620.0,885.0,24628.0,2052.3333333333335,40.06521179532648,40.06521179532649,30.374967823127303,30.374967823127307,70.4401796184538,70.4401796184538,10335.0,1935.0,37578.0,3131.5,17568.0,1464.0,14268.0,1189.0,31836.0,2653.0,46.75075842248123,46.75075842248123,37.96902442918729,37.96902442918729,84.71978285166854,84.71978285166854,5742.0,2615.0,7.479335297314303,217.91666666666652,7.4793352973142975,3560.0,25.41404911479155,296.66666666666674,25.414049114791553,7208.0,29.2675004060419,600.6666666666665,29.267500406041897,-4593.0,-44.44121915820029
"Murfreesboro city, Tennessee",1600000US4751560,44518.0,51094.0,4257.833333333333,12451.0,1037.5833333333333,13476.0,1123.0,25927.0,2160.5833333333335,24.368810427838884,24.368810427838884,26.374916819978868,26.37491681997886,50.74372724781776,50.74372724781775,25167.0,50195.0,62003.0,5166.916666666667,14141.0,1178.4166666666667,15252.0,1271.0,29393.0,2449.4166666666665,22.80696095350225,22.80696095350225,24.598809735012814,24.59880973501282,47.40577068851506,47.40577068851507,32610.0,10909.0,21.350843543273182,909.0833333333339,21.3508435432732,1690.0,13.573206971327604,140.83333333333348,13.57320697132762,3466.0,13.368303313148456,288.83333333333303,13.368303313148441,7443.0,29.574442722612947
"Nashville-Davidson metropolitan government (balance), Tennessee",1600000US4752006,254729.0,47621.0,3968.4166666666665,12051.0,1004.25,14124.0,1177.0,26175.0,2181.25,25.306062451439495,25.306062451439495,29.659183973457086,29.659183973457086,54.965246424896584,54.96524642489658,21446.0,272648.0,59828.0,4985.666666666667,13265.0,1105.4166666666667,16056.0,1338.0,29321.0,2443.4166666666665,22.171892759243164,22.171892759243164,26.83693253994785,26.83693253994785,49.008825299191,49.00882529919102,30507.0,12207.0,25.633649020390166,1017.2500000000005,25.633649020390177,1214.0,10.073852792299395,101.16666666666674,10.073852792299402,3146.0,12.019102196752627,262.1666666666665,12.01910219675262,9061.0,42.25030308682272
"New Johnsonville city, Tennessee",1600000US4752820,773.0,49871.0,4155.916666666667,13159.0,1096.5833333333333,11880.0,990.0,25039.0,2086.5833333333335,26.386076076276787,26.386076076276794,23.821459365162116,23.821459365162116,50.207535441438914,50.207535441438914,24832.0,729.0,53828.0,4485.666666666667,13868.0,1155.6666666666667,10260.0,855.0,24128.0,2010.6666666666667,25.763543137400607,25.763543137400607,19.06071189715389,19.060711897153897,44.8242550345545,44.8242550345545,29700.0,3957.0,7.934470935012332,329.75,7.934470935012332,709.0,5.387947412417357,59.083333333333485,5.387947412417371,-911.0,-3.6383242142258077,-75.91666666666674,-3.638324214225811,4868.0,19.60373711340206
"Nolensville town, Tennessee",1600000US4753460,1931.0,108859.0,9071.583333333334,14817.0,1234.75,26280.0,2190.0,41097.0,3424.75,13.611185111015164,13.611185111015168,24.141320423667313,24.141320423667313,37.75250553468248,37.75250553468248,67762.0,2405.0,134740.0,11228.333333333334,17570.0,1464.1666666666667,25200.0,2100.0,42770.0,3564.1666666666665,13.039928751669883,13.039928751669883,18.702686655781505,18.702686655781505,31.742615407451385,31.742615407451385,91970.0,25881.0,23.77479124371894,2156.75,23.774791243718937,2753.0,18.58000944860633,229.41666666666674,18.580009448606337,1673.0,4.070856753534321,139.41666666666652,4.070856753534317,24208.0,35.72503763171099
"Oak Hill city, Tennessee",1600000US4754780,1753.0,136708.0,11392.333333333334,13583.0,1131.9166666666667,28548.0,2379.0,42131.0,3510.9166666666665,9.93577552154958,9.93577552154958,20.882464815519207,20.882464815519207,30.818240337068787,30.818240337068787,94577.0,1668.0,171500.0,14291.666666666666,14811.0,1234.25,35040.0,2920.0,49851.0,4154.25,8.636151603498543,8.636151603498542,20.431486880466476,20.431486880466476,29.067638483965013,29.067638483965013,121649.0,34792.0,25.449863943587793,2899.333333333332,25.44986394358778,1228.0,9.040712655525288,102.33333333333326,9.040712655525281,7720.0,18.323799577508247,643.3333333333335,18.323799577508254,27072.0,28.624295547543273
"Pegram town, Tennessee",1600000US4757480,764.0,61094.0,5091.166666666667,14693.0,1224.4166666666667,14868.0,1239.0,29561.0,2463.4166666666665,24.049824860051725,24.049824860051725,24.336268700690738,24.336268700690738,48.38609356074245,48.38609356074246,31533.0,911.0,77634.0,6469.5,17213.0,1434.4166666666667,16272.0,1356.0,33485.0,2790.4166666666665,22.171986500759974,22.171986500759974,20.95988870855553,20.95988870855553,43.1318752093155,43.13187520931551,44149.0,16540.0,27.073034995253213,1378.333333333333,27.07303499525321,2520.0,17.15102429728442,210.0,17.15102429728442,3924.0,13.274246473394,327.0,13.274246473394,12616.0,40.00887958646497
"Pleasant View city, Tennessee",1600000US4759560,1380.0,67157.0,5596.416666666667,14878.0,1239.8333333333333,15324.0,1277.0,30202.0,2516.8333333333335,22.15405691141653,22.154056911416532,22.818172342421487,22.818172342421487,44.97222925383802,44.97222925383802,36955.0,1587.0,84715.0,7059.583333333333,16739.0,1394.9166666666667,16896.0,1408.0,33635.0,2802.9166666666665,19.759192586909048,19.759192586909048,19.94451986070944,19.94451986070944,39.703712447618486,39.703712447618486,51080.0,17558.0,26.144705689652604,1463.166666666666,26.144705689652593,1861.0,12.508401666890713,155.08333333333348,12.508401666890723,3433.0,11.366796900867492,286.08333333333303,11.36679690086748,14125.0,38.222162089027194
"Portland city, Tennessee",1600000US4760280,4216.0,50172.0,4181.0,13657.0,1138.0833333333333,10908.0,909.0,24565.0,2047.0833333333333,27.220361954875226,27.220361954875226,21.741210236785456,21.741210236785456,48.961572191660686,48.961572191660686,25607.0,4469.0,55722.0,4643.5,16315.0,1359.5833333333333,11868.0,989.0,28183.0,2348.583333333333,29.27927927927928,29.27927927927928,21.298589426079467,21.298589426079467,50.57786870535875,50.57786870535874,27539.0,5550.0,11.061946902654867,462.5,11.061946902654867,2658.0,19.46254667935857,221.5,19.46254667935857,3618.0,14.728271931610015,301.4999999999998,14.728271931610005,1932.0,7.544811965478189
"Ridgetop city, Tennessee",1600000US4763140,759.0,63486.0,5290.5,13887.0,1157.25,13200.0,1100.0,27087.0,2257.25,21.87411397788489,21.87411397788489,20.79198563462811,20.79198563462811,42.666099612512994,42.666099612512994,36399.0,803.0,67463.0,5621.916666666667,15207.0,1267.25,14376.0,1198.0,29583.0,2465.25,22.54124483049968,22.54124483049968,21.309458518002454,21.30945851800246,43.85070334850214,43.85070334850214,37880.0,3977.0,6.26437324764515,331.41666666666697,6.264373247645155,1320.0,9.505292719809894,110.0,9.505292719809894,2496.0,9.214752464281759,208.0,9.214752464281759,1481.0,4.068793098711503
"Slayden town, Tennessee",1600000US4769080,64.0,32500.0,2708.3333333333335,15579.0,1298.25,12576.0,1048.0,28155.0,2346.25,47.93538461538461,47.93538461538461,38.69538461538461,38.69538461538461,86.63076923076922,86.63076923076923,4345.0,59.0,36250.0,3020.833333333333,17631.0,1469.25,15660.0,1305.0,33291.0,2774.25,48.63724137931034,48.637241379310346,43.2,43.2,91.83724137931034,91.83724137931034,2959.0,3750.0,11.538461538461538,312.49999999999955,11.53846153846152,2052.0,13.171577123050259,171.0,13.171577123050259,5136.0,18.241875332978157,428.0,18.241875332978157,-1386.0,-31.89873417721519
"Smyrna town, Tennessee",1600000US4769420,15818.0,53764.0,4480.333333333333,13251.0,1104.25,13068.0,1089.0,26319.0,2193.25,24.646603675321778,24.646603675321778,24.306227215236966,24.306227215236962,48.952830890558744,48.952830890558744,27445.0,18059.0,62635.0,5219.583333333333,14799.0,1233.25,13260.0,1105.0,28059.0,2338.25,23.62736489183364,23.62736489183364,21.170272212022034,21.17027221202203,44.79763710385568,44.79763710385567,34576.0,8871.0,16.49988840116063,739.25,16.49988840116063,1548.0,11.682137197192665,129.0,11.682137197192665,1740.0,6.611193434401002,145.0,6.611193434401002,7131.0,25.98287484059027
"Springfield city, Tennessee",1600000US4770500,6056.0,41234.0,3436.1666666666665,13068.0,1089.0,11424.0,952.0,24492.0,2041.0,31.69229276810399,31.69229276810399,27.70529174952709,27.70529174952709,59.39758451763109,59.39758451763109,16742.0,6356.0,46897.0,3908.0833333333335,13866.0,1155.5,11736.0,978.0,25602.0,2133.5,29.566923257351213,29.56692325735122,25.025054907563383,25.025054907563383,54.5919781649146,54.5919781649146,21295.0,5663.0,13.733811902798662,471.91666666666697,13.73381190279867,798.0,6.106519742883379,66.5,6.106519742883379,1110.0,4.532092111709947,92.5,4.532092111709947,4553.0,27.195078246326602
"Spring Hill city, Tennessee",1600000US4770580,10685.0,78588.0,6549.0,14047.0,1170.5833333333333,17076.0,1423.0,31123.0,2593.5833333333335,17.874230162365752,17.874230162365755,21.728508169186135,21.728508169186135,39.6027383315519,39.60273833155189,47465.0,12727.0,90778.0,7564.833333333333,15159.0,1263.25,15576.0,1298.0,30735.0,2561.25,16.698979929057703,16.6989799290577,17.15834232963934,17.15834232963934,33.85732225869704,33.85732225869704,60043.0,12190.0,15.511273985850258,1015.833333333333,15.511273985850252,1112.0,7.916281056453335,92.66666666666674,7.916281056453342,-388.0,-1.2466664524628088,-32.333333333333485,-1.2466664524628146,12578.0,26.49952596650163
"Tennessee Ridge town, Tennessee",1600000US4773460,563.0,39811.0,3317.5833333333335,13128.0,1094.0,9456.0,788.0,22584.0,1882.0,32.97581070558388,32.97581070558388,23.752229283363892,23.752229283363892,56.72803998894778,56.72803998894778,17227.0,501.0,40792.0,3399.333333333333,14855.0,1237.9166666666667,11244.0,937.0,26099.0,2174.9166666666665,36.4164542067072,36.4164542067072,27.56422828005491,27.564228280054916,63.980682486762106,63.980682486762106,14693.0,981.0,2.464143076034262,81.74999999999955,2.464143076034248,1727.0,13.155088360755638,143.91666666666674,13.155088360755643,3515.0,15.564116188452001,292.9166666666665,15.564116188451994,-2534.0,-14.709467696058512
"Thompson's Station town, Tennessee",1600000US4773900,907.0,95096.0,7924.666666666667,15358.0,1279.8333333333333,22104.0,1842.0,37462.0,3121.8333333333335,16.149995793724234,16.149995793724237,23.243879868764196,23.243879868764196,39.39387566248843,39.39387566248843,57634.0,1911.0,104250.0,8687.5,16931.0,1410.9166666666667,27192.0,2266.0,44123.0,3676.9166666666665,16.24076738609113,16.240767386091125,26.08345323741007,26.08345323741007,42.3242206235012,42.3242206235012,60127.0,9154.0,9.626062084630268,762.833333333333,9.626062084630265,1573.0,10.24221903893736,131.08333333333348,10.242219038937375,6661.0,17.780684426885912,555.083333333333,17.7806844268859,2493.0,4.325571711142729
"Vanleer town, Tennessee",1600000US4776860,144.0,35000.0,2916.6666666666665,15538.0,1294.8333333333333,11724.0,977.0,27262.0,2271.8333333333335,44.394285714285715,44.394285714285715,33.49714285714286,33.49714285714286,77.89142857142858,77.89142857142856,7738.0,136.0,38750.0,3229.1666666666665,17195.0,1432.9166666666667,14844.0,1237.0,32039.0,2669.9166666666665,44.37419354838711,44.3741935483871,38.30709677419355,38.30709677419355,82.68129032258065,82.68129032258065,6711.0,3750.0,10.714285714285714,312.5,10.714285714285715,1657.0,10.664178143905264,138.08333333333348,10.664178143905277,4777.0,17.522558873156775,398.08333333333303,17.52255887315676,-1027.0,-13.272163349702765
