NAME,GEO_ID,Households 2015,Annual Median Household Income 2015,Monthly Median Household Income 2015,Annual Transportation Cost 2015,Monthly Transportation Cost 2015,Annual Housing Cost 2015,Monthly Housing Cost 2015,Annual Housing and Transportation Cost 2015,Monthly Housing and Transportation Cost 2015,Transportation Cost as Percent of Monthly Median Household Income 2015,Transportation Cost as Percent of Annual Median Household Income 2015,Housing Cost as Percent of Monthly Median Household Income 2015,Housing Cost as Percent of Annual Median Household Income 2015,Housing and Transportation Cost as Percent of Monthly Median Household Income 2015,Housing and Transportation Cost as Percent of Annual Median Household Income 2015,Difference Annual Median Household Income and Total Annual Costs 2015,Households 2019,Annual Median Household Income 2019,Monthly Median Household Income 2019,Annual Transportation Cost 2019,Monthly Transportation Cost 2019,Annual Housing Cost 2019,Monthly Housing Cost 2019,Annual Housing and Transportation Cost 2019,Monthly Housing and Transportation Cost 2019,Transportation Cost as Percent of Monthly Median Household Income 2019,Transportation Cost as Percent of Annual Median Household Income 2019,Housing Cost as Percent of Monthly Median Household Income 2019,Housing Cost as Percent of Annual Median Household Income 2019,Housing and Transportation Cost as Percent of Monthly Median Household Income 2019,Housing and Transportation Cost as Percent of Annual Median Household Income 2019,Difference Annual Median Household Income and Total Annual Costs 2019,Change in Annual MHI,Percent Change in Annual MHI,Change in Monthly MHI,Percent Change in Monthly MHI,Change in Annual Transportation Cost,Percent Change in Annual Transportation Cost,Change in Monthly Transportation Cost,Percent Change in Monthly Transportation Cost,Change in Annual Housing and Transportation Cost,Percent Change in Annual Housing and Transportation Cost,Change in Monthly Housing and Transportation Cost,Percent Change in Monthly Housing and Transportation Cost,Change in Difference Annual Median Household Income and Total Annual Costs,Percent Change in Difference Annual Median Household Income and Total Annual Costs
"Block Group 3, Census Tract 105, Maury County, Tennessee",471190105003,770.0,31071.0,2589.25,13356.0,1113.0,9792.0,816.0,23148.0,1929.0,42.98542048855846,42.98542048855846,31.514917447137204,31.514917447137204,74.50033793569565,74.50033793569565,7923.0,736.0,45263.0,3771.9166666666665,14991.0,1249.25,11232.0,936.0,26223.0,2185.25,33.11976669686057,33.11976669686057,24.814970284780063,24.814970284780063,57.93473698164063,57.93473698164063,19040.0,14192.0,45.67603231308938,1182.6666666666665,45.67603231308937,1635.0,12.241689128481582,136.25,12.241689128481582,3075.0,13.284085018144115,256.25,13.284085018144115,11117.0,140.31301274769658
"Block Group 2, Census Tract 303.09, Wilson County, Tennessee",471890303092,887.0,63750.0,5312.5,13346.0,1112.1666666666667,16044.0,1337.0,29390.0,2449.1666666666665,20.934901960784316,20.934901960784313,25.16705882352941,25.16705882352941,46.101960784313725,46.101960784313725,34360.0,877.0,85819.0,7151.583333333333,15804.0,1317.0,18228.0,1519.0,34032.0,2836.0,18.415502394574627,18.415502394574627,21.24005173679488,21.24005173679488,39.65555413136951,39.65555413136951,51787.0,22069.0,34.618039215686274,1839.083333333333,34.61803921568627,2458.0,18.41750337179679,204.83333333333326,18.417503371796784,4642.0,15.794487921061586,386.8333333333335,15.794487921061592,17427.0,50.718859138533176
"Block Group 3, Census Tract 154.01, Davidson County, Tennessee",470370154013,1465.0,57569.0,4797.416666666667,13316.0,1109.6666666666667,14808.0,1234.0,28124.0,2343.6666666666665,23.13050426444788,23.13050426444788,25.72217686602164,25.722176866021645,48.85268113046951,48.85268113046952,29445.0,1545.0,71573.0,5964.416666666667,14737.0,1228.0833333333333,16188.0,1349.0,30925.0,2577.083333333333,20.59016668296704,20.59016668296704,22.617467480753916,22.61746748075392,43.20763416372096,43.20763416372096,40648.0,14004.0,24.32559189841755,1167.0,24.32559189841755,1421.0,10.671372784620006,118.41666666666652,10.67137278461999,2801.0,9.959465225430238,233.41666666666652,9.959465225430232,11203.0,38.047206656478174
"Block Group 3, Census Tract 108.02, Davidson County, Tennessee",470370108023,459.0,52824.0,4402.0,13327.0,1110.5833333333333,14904.0,1242.0,28231.0,2352.5833333333335,25.22906254732697,25.229062547326976,28.214447978191732,28.214447978191732,53.44351052551871,53.443510525518704,24593.0,520.0,54539.0,4544.916666666667,13915.0,1159.5833333333333,14664.0,1222.0,28579.0,2381.583333333333,25.51385247254258,25.513852472542588,26.887181649828563,26.887181649828563,52.40103412237115,52.40103412237115,25960.0,1715.0,3.246630319551719,142.91666666666697,3.2466303195517257,588.0,4.412095745479102,49.0,4.412095745479102,348.0,1.2326874712195812,28.999999999999545,1.232687471219562,1367.0,5.558492253893385
"Block Group 1, Census Tract 156.18, Davidson County, Tennessee",470370156181,442.0,40547.0,3378.9166666666665,13340.0,1111.6666666666667,13488.0,1124.0,26828.0,2235.6666666666665,32.90009125212717,32.90009125212716,33.26509976077145,33.26509976077145,66.1651910128986,66.16519101289862,13719.0,518.0,53042.0,4420.166666666667,16786.0,1398.8333333333333,12972.0,1081.0,29758.0,2479.833333333333,31.64661965989216,31.64661965989216,24.456091399268505,24.456091399268505,56.10271105916066,56.10271105916067,23284.0,12495.0,30.816089969664834,1041.2500000000005,30.81608996966485,3446.0,25.83208395802099,287.1666666666665,25.832083958020974,2930.0,10.921425376472342,244.16666666666652,10.921425376472337,9565.0,69.72082513302719
"Block Group 3, Census Tract 413.01, Rutherford County, Tennessee",471490413013,506.0,89130.0,7427.5,13355.0,1112.9166666666667,23016.0,1918.0,36371.0,3030.9166666666665,14.983731627959163,14.983731627959159,25.82295523392797,25.82295523392797,40.80668686188713,40.80668686188713,52759.0,446.0,85288.0,7107.333333333333,14827.0,1235.5833333333333,21168.0,1764.0,35995.0,2999.583333333333,17.384626207672827,17.384626207672827,24.819435325016418,24.81943532501641,42.204061532689245,42.20406153268924,49293.0,-3842.0,-4.310557612476158,-320.16666666666697,-4.310557612476162,1472.0,11.022089105204042,122.66666666666652,11.02208910520403,-376.0,-1.033790657391878,-31.333333333333485,-1.0337906573918831,-3466.0,-6.569495251994921
"Block Group 1, Census Tract 510.01, Williamson County, Tennessee",471870510011,595.0,115938.0,9661.5,13341.0,1111.75,24468.0,2039.0,37809.0,3150.75,11.507012368679812,11.507012368679812,21.10438337732236,21.10438337732236,32.611395746002174,32.611395746002174,78129.0,608.0,116700.0,9725.0,13399.0,1116.5833333333333,25212.0,2101.0,38611.0,3217.583333333333,11.481576692373608,11.481576692373608,21.60411311053985,21.60411311053985,33.08568980291346,33.08568980291346,78089.0,762.0,0.6572478393624178,63.5,0.6572478393624178,58.0,0.4347500187392249,4.8333333333332575,0.43475001873921815,802.0,2.1211880769129046,66.83333333333303,2.121188076912895,-40.0,-0.05119737869421086
"Block Group 1, Census Tract 212.04, Sumner County, Tennessee",471650212041,1122.0,86528.0,7210.666666666667,13369.0,1114.0833333333333,20160.0,1680.0,33529.0,2794.0833333333335,15.450490014792898,15.4504900147929,23.298816568047336,23.298816568047336,38.749306582840234,38.749306582840234,52999.0,1022.0,90000.0,7500.0,15054.0,1254.5,19800.0,1650.0,34854.0,2904.5,16.726666666666667,16.726666666666667,22.0,22.0,38.72666666666667,38.72666666666667,55146.0,3472.0,4.012573964497041,289.33333333333303,4.012573964497037,1685.0,12.60378487545815,140.41666666666674,12.603784875458157,1325.0,3.9518029168779263,110.41666666666652,3.951802916877921,2147.0,4.051019830562841
"Block Group 3, Census Tract 128.01, Davidson County, Tennessee",470370128013,390.0,44318.0,3693.1666666666665,13365.0,1113.75,13212.0,1101.0,26577.0,2214.75,30.157046798140712,30.157046798140712,29.811814612572775,29.811814612572768,59.96886141071348,59.96886141071348,17741.0,597.0,40128.0,3344.0,13934.0,1161.1666666666667,14988.0,1249.0,28922.0,2410.1666666666665,34.723883572567786,34.72388357256778,37.35047846889952,37.35047846889952,72.0743620414673,72.0743620414673,11206.0,-4190.0,-9.454397761631842,-349.1666666666665,-9.454397761631839,569.0,4.257388701833147,47.41666666666674,4.257388701833153,2345.0,8.823418745531852,195.41666666666652,8.823418745531844,-6535.0,-36.83557860323544
"Block Group 2, Census Tract 411.01, Rutherford County, Tennessee",471490411012,613.0,113583.0,9465.25,13368.0,1114.0,20004.0,1667.0,33372.0,2781.0,11.769366894693748,11.769366894693748,17.611790496817306,17.611790496817306,29.381157391511053,29.381157391511053,80211.0,871.0,87563.0,7296.916666666667,15078.0,1256.5,18960.0,1580.0,34038.0,2836.5,17.219601886641616,17.219601886641616,21.65298128204835,21.65298128204835,38.87258316868997,38.87258316868997,53525.0,-26020.0,-22.908357764806354,-2168.333333333333,-22.90835776480635,1710.0,12.791741472172353,142.5,12.791741472172353,666.0,1.9956850053937432,55.5,1.9956850053937432,-26686.0,-33.26975103165401
"Block Group 2, Census Tract 115, Davidson County, Tennessee",470370115002,547.0,54766.0,4563.833333333333,13357.0,1113.0833333333333,13752.0,1146.0,27109.0,2259.0833333333335,24.389219588795967,24.389219588795967,25.11046999963481,25.11046999963481,49.49968958843078,49.499689588430776,27657.0,590.0,65625.0,5468.75,13607.0,1133.9166666666667,14856.0,1238.0,28463.0,2371.9166666666665,20.734476190476197,20.73447619047619,22.637714285714285,22.637714285714285,43.37219047619048,43.37219047619048,37162.0,10859.0,19.82799547164299,904.916666666667,19.827995471642996,250.0,1.8716777719547804,20.833333333333485,1.871677771954794,1354.0,4.994651222841123,112.83333333333303,4.994651222841109,9505.0,34.36742958383049
"Block Group 3, Census Tract 406, Rutherford County, Tennessee",471490406003,313.0,90110.0,7509.166666666667,15452.0,1287.6666666666667,16164.0,1347.0,31616.0,2634.6666666666665,17.147930307402063,17.147930307402063,17.938075685273557,17.938075685273557,35.08600599267562,35.08600599267562,58494.0,419.0,60489.0,5040.75,17677.0,1473.0833333333333,18756.0,1563.0,36433.0,3036.083333333333,29.22349518094199,29.22349518094199,31.007290581758667,31.007290581758667,60.230785762700656,60.230785762700656,24056.0,-29621.0,-32.872045277993564,-2468.416666666667,-32.872045277993564,2225.0,14.399430494434379,185.41666666666652,14.399430494434364,4817.0,15.235956477732792,401.4166666666665,15.23595647773279,-34438.0,-58.874414469860156
"Block Group 1, Census Tract 512.01, Williamson County, Tennessee",471870512011,807.0,104488.0,8707.333333333334,16046.0,1337.1666666666667,18168.0,1514.0,34214.0,2851.1666666666665,15.356787382283132,15.356787382283132,17.38764260010719,17.38764260010719,32.744429982390315,32.74442998239032,70274.0,579.0,82574.0,6881.166666666667,18075.0,1506.25,16128.0,1344.0,34203.0,2850.25,21.889456729721218,21.88945672972122,19.53157168115872,19.53157168115872,41.421028410879934,41.42102841087994,48371.0,-21914.0,-20.97274328152515,-1826.166666666667,-20.97274328152515,2029.0,12.644895924217876,169.08333333333326,12.644895924217867,-11.0,-0.03215058163324955,-0.9166666666665151,-0.03215058163324423,-21903.0,-31.167999544639553
"Block Group 1, Census Tract 1005, Montgomery County, Tennessee",471251005001,465.0,51192.0,4266.0,13126.0,1093.8333333333333,12204.0,1017.0,25330.0,2110.8333333333335,25.640725113298952,25.640725113298952,23.839662447257385,23.839662447257385,49.48038756055634,49.48038756055634,25862.0,434.0,40909.0,3409.083333333333,12939.0,1078.25,13392.0,1116.0,26331.0,2194.25,31.62873695274878,31.62873695274878,32.73607274682833,32.73607274682833,64.36480969957711,64.36480969957711,14578.0,-10283.0,-20.087122987966872,-856.916666666667,-20.087122987966875,-187.0,-1.4246533597440194,-15.583333333333258,-1.4246533597440127,1001.0,3.9518357678641927,83.41666666666652,3.9518357678641856,-11284.0,-43.63158301755472
"Block Group 2, Census Tract 9703, Macon County, Tennessee",471119703002,397.0,35557.0,2963.0833333333335,13415.0,1117.9166666666667,6288.0,524.0,19703.0,1641.9166666666667,37.728154793711504,37.728154793711504,17.68428157606097,17.68428157606097,55.41243636977248,55.41243636977248,15854.0,531.0,26875.0,2239.583333333333,15704.0,1308.6666666666667,10368.0,864.0,26072.0,2172.6666666666665,58.433488372093024,58.433488372093024,38.57860465116279,38.57860465116279,97.0120930232558,97.01209302325582,803.0,-8682.0,-24.417133053969682,-723.5000000000005,-24.417133053969696,2289.0,17.062989191203876,190.75,17.062989191203876,6369.0,32.325026645688475,530.7499999999998,32.32502664568846,-15051.0,-94.93503216853792
"Block Group 3, Census Tract 211.05, Sumner County, Tennessee",471650211053,670.0,58750.0,4895.833333333333,13395.0,1116.25,13344.0,1112.0,26739.0,2228.25,22.8,22.8,22.7131914893617,22.7131914893617,45.5131914893617,45.5131914893617,32011.0,449.0,37376.0,3114.6666666666665,14402.0,1200.1666666666667,10728.0,894.0,25130.0,2094.1666666666665,38.53274828767124,38.53274828767123,28.70291095890411,28.70291095890411,67.23565924657534,67.23565924657534,12246.0,-21374.0,-36.38127659574468,-1781.1666666666665,-36.38127659574468,1007.0,7.5177304964539005,83.91666666666674,7.517730496453908,-1609.0,-6.017427727289727,-134.08333333333348,-6.017427727289734,-19765.0,-61.74440036237543
"Block Group 2, Census Tract 1304, Humphreys County, Tennessee",470851304002,619.0,35284.0,2940.3333333333335,14479.0,1206.5833333333333,12120.0,1010.0,26599.0,2216.5833333333335,41.035596871103046,41.035596871103046,34.34984695612742,34.34984695612742,75.38544382723047,75.38544382723047,8685.0,363.0,42240.0,3520.0,15846.0,1320.5,10296.0,858.0,26142.0,2178.5,37.51420454545455,37.51420454545455,24.375,24.375,61.88920454545455,61.88920454545455,16098.0,6956.0,19.714318104523297,579.6666666666665,19.71431810452329,1367.0,9.441259755507977,113.91666666666674,9.441259755507984,-457.0,-1.7181097033723072,-38.083333333333485,-1.7181097033723138,7413.0,85.35405872193436
"Block Group 5, Census Tract 116, Davidson County, Tennessee",470370116005,388.0,65197.0,5433.083333333333,13381.0,1115.0833333333333,16920.0,1410.0,30301.0,2525.0833333333335,20.52395048851941,20.52395048851941,25.952114361090235,25.952114361090235,46.47606484960965,46.47606484960964,34896.0,580.0,54321.0,4526.75,14129.0,1177.4166666666667,13380.0,1115.0,27509.0,2292.4166666666665,26.010198634045768,26.010198634045768,24.63135803832772,24.63135803832772,50.64155667237348,50.64155667237349,26812.0,-10876.0,-16.681749160237434,-906.333333333333,-16.68174916023743,748.0,5.590015693894328,62.333333333333485,5.590015693894341,-2792.0,-9.214217352562622,-232.66666666666697,-9.214217352562633,-8084.0,-23.165978908757452
"Block Group 2, Census Tract 1018.04, Montgomery County, Tennessee",471251018042,1184.0,98984.0,8248.666666666666,15830.0,1319.1666666666667,20148.0,1679.0,35978.0,2998.1666666666665,15.992483633718582,15.99248363371858,20.354804816940113,20.35480481694011,36.347288450658695,36.347288450658695,63006.0,1102.0,102171.0,8514.25,18071.0,1505.9166666666667,20112.0,1676.0,38183.0,3181.9166666666665,17.68701490638244,17.687014906382437,19.684646328214463,19.684646328214463,37.3716612345969,37.37166123459691,63988.0,3187.0,3.2197122767315927,265.58333333333394,3.2197122767316,2241.0,14.156664560960202,186.75,14.156664560960202,2205.0,6.128745344377119,183.75,6.12874534437712,982.0,1.5585817223756468
"Block Group 1, Census Tract 101, Maury County, Tennessee",471190101001,487.0,43964.0,3663.6666666666665,15457.0,1288.0833333333333,13896.0,1158.0,29353.0,2446.0833333333335,35.15831134564644,35.15831134564644,31.607679010099172,31.607679010099172,66.76599035574561,66.76599035574561,14611.0,449.0,51964.0,4330.333333333333,16538.0,1378.1666666666667,15276.0,1273.0,31814.0,2651.1666666666665,31.82587945500732,31.82587945500731,29.397275036563776,29.397275036563776,61.22315449157109,61.22315449157109,20150.0,8000.0,18.196706396142297,666.6666666666665,18.196706396142297,1081.0,6.993595134890342,90.08333333333348,6.993595134890353,2461.0,8.384151534766463,205.08333333333303,8.38415153476645,5539.0,37.909793990828824
"Block Group 1, Census Tract 208, Sumner County, Tennessee",471650208001,609.0,43063.0,3588.5833333333335,13439.0,1119.9166666666667,10080.0,840.0,23519.0,1959.9166666666667,31.207765367020414,31.207765367020414,23.40756565961498,23.40756565961498,54.615331026635396,54.615331026635396,19544.0,584.0,51591.0,4299.25,14779.0,1231.5833333333333,11148.0,929.0,25927.0,2160.583333333333,28.646469345428464,28.646469345428464,21.608420073268597,21.608420073268597,50.25488941869707,50.254889418697054,25664.0,8528.0,19.803543645356804,710.6666666666665,19.803543645356797,1340.0,9.970979983629734,111.66666666666652,9.97097998362972,2408.0,10.238530549768273,200.6666666666663,10.238530549768253,6120.0,31.313958248055666
"Block Group 4, Census Tract 188.01, Davidson County, Tennessee",470370188014,311.0,87411.0,7284.25,13418.0,1118.1666666666667,22752.0,1896.0,36170.0,3014.1666666666665,15.350470764549085,15.350470764549085,26.02876068229399,26.02876068229399,41.37923144684307,41.37923144684307,51241.0,334.0,94184.0,7848.666666666667,14490.0,1207.5,24120.0,2010.0,38610.0,3217.5,15.384778730994649,15.38477873099465,25.60944534103457,25.60944534103457,40.99422407202922,40.99422407202922,55574.0,6773.0,7.748452711901248,564.416666666667,7.748452711901252,1072.0,7.989268147264868,89.33333333333326,7.989268147264861,2440.0,6.745922034835498,203.33333333333348,6.745922034835504,4333.0,8.456119123358247
"Block Group 3, Census Tract 511.00, Williamson County, Tennessee",471870511003,682.0,92188.0,7682.333333333333,16054.0,1337.8333333333333,22524.0,1877.0,38578.0,3214.8333333333335,17.41441402351716,17.41441402351716,24.432681043085868,24.432681043085868,41.84709506660303,41.84709506660303,53610.0,841.0,125781.0,10481.75,17630.0,1469.1666666666667,25788.0,2149.0,43418.0,3618.1666666666665,14.016425374261615,14.016425374261612,20.50230161948148,20.50230161948148,34.518726993743094,34.518726993743094,82363.0,33593.0,36.43966676790906,2799.416666666667,36.43966676790906,1576.0,9.816868070262863,131.33333333333348,9.816868070262874,4840.0,12.546010679661984,403.33333333333303,12.546010679661974,28753.0,53.633650438351054
"Block Group 2, Census Tract 112, Davidson County, Tennessee",470370112002,216.0,70208.0,5850.666666666667,13403.0,1116.9166666666667,17016.0,1418.0,30419.0,2534.9166666666665,19.09041704649043,19.09041704649043,24.23655423883318,24.23655423883318,43.32697128532361,43.32697128532361,39789.0,258.0,92813.0,7734.416666666667,13183.0,1098.5833333333333,17832.0,1486.0,31015.0,2584.583333333333,14.203829204960511,14.203829204960511,19.212825789490694,19.212825789490694,33.416654994451214,33.41665499445121,61798.0,22605.0,32.197185505925255,1883.75,32.19718550592525,-220.0,-1.641423561889129,-18.333333333333485,-1.6414235618891426,596.0,1.959301752194352,49.666666666666515,1.9593017521943465,22009.0,55.3142828419915
"Block Group 1, Census Tract 807, Robertson County, Tennessee",471470807001,1332.0,57986.0,4832.166666666667,15457.0,1288.0833333333333,15288.0,1274.0,30745.0,2562.0833333333335,26.656434311730415,26.656434311730422,26.364984651467594,26.364984651467594,53.02141896319801,53.02141896319801,27241.0,1376.0,69143.0,5761.916666666667,17040.0,1420.0,17016.0,1418.0,34056.0,2838.0,24.64457718062566,24.64457718062566,24.60986650854027,24.60986650854027,49.254443689165925,49.25444368916593,35087.0,11157.0,19.24085123995447,929.75,19.24085123995447,1583.0,10.241314614737659,131.91666666666674,10.241314614737666,3311.0,10.76923076923077,275.9166666666665,10.769230769230763,7846.0,28.80217319481664
"Block Group 2, Census Tract 310, Wilson County, Tennessee",471890310002,602.0,33421.0,2785.0833333333335,15636.0,1303.0,14232.0,1186.0,29868.0,2489.0,46.78495556685916,46.78495556685916,42.58400406929774,42.58400406929775,89.3689596361569,89.3689596361569,3553.0,725.0,64063.0,5338.583333333333,17805.0,1483.75,18096.0,1508.0,35901.0,2991.75,27.792953811092207,27.792953811092207,28.24719416824064,28.24719416824064,56.04014797933284,56.04014797933284,28162.0,30642.0,91.68486879506897,2553.4999999999995,91.68486879506895,2169.0,13.871834228702992,180.75,13.871834228702992,6033.0,20.19887505022097,502.75,20.19887505022097,24609.0,692.6259499014917
"Block Group 1, Census Tract 1102, Stewart County, Tennessee",471611102001,708.0,34235.0,2852.9166666666665,14422.0,1201.8333333333333,10404.0,867.0,24826.0,2068.8333333333335,42.12647874981744,42.12647874981744,30.389951803709653,30.389951803709653,72.5164305535271,72.51643055352709,9409.0,548.0,53333.0,4444.416666666667,16646.0,1387.1666666666667,16368.0,1364.0,33014.0,2751.1666666666665,31.211445071531696,31.211445071531696,30.690191813698835,30.690191813698835,61.90163688523052,61.90163688523054,20319.0,19098.0,55.785015335183296,1591.5000000000005,55.78501533518331,2224.0,15.420884759395367,185.33333333333348,15.420884759395381,8188.0,32.98155159912994,682.333333333333,32.98155159912993,10910.0,115.95281113827187
"Block Group 3, Census Tract 501.03, Williamson County, Tennessee",471870501033,305.0,70197.0,5849.75,15565.0,1297.0833333333333,23124.0,1927.0,38689.0,3224.0833333333335,22.173312249811243,22.173312249811243,32.94157869994444,32.94157869994444,55.11489094975569,55.11489094975569,31508.0,376.0,102159.0,8513.25,17553.0,1462.75,22584.0,1882.0,40137.0,3344.75,17.182039761548175,17.182039761548175,22.106716001527037,22.106716001527037,39.28875576307521,39.28875576307521,62022.0,31962.0,45.53186033591179,2663.5,45.53186033591179,1988.0,12.772245422422102,165.66666666666674,12.772245422422108,1448.0,3.7426658740210392,120.66666666666652,3.742665874021035,30514.0,96.84524565189793
"Block Group 2, Census Tract 101.06, Davidson County, Tennessee",470370101062,566.0,45625.0,3802.0833333333335,13447.0,1120.5833333333333,13704.0,1142.0,27151.0,2262.5833333333335,29.472876712328766,29.472876712328766,30.03616438356164,30.03616438356164,59.50904109589041,59.50904109589041,18474.0,662.0,60410.0,5034.166666666667,14853.0,1237.75,14400.0,1200.0,29253.0,2437.75,24.586988909121004,24.586988909121008,23.83711306075153,23.83711306075153,48.42410196987254,48.42410196987254,31157.0,14785.0,32.4054794520548,1232.0833333333335,32.4054794520548,1406.0,10.455863761433777,117.16666666666674,10.455863761433784,2102.0,7.741887959927811,175.16666666666652,7.741887959927804,12683.0,68.6532423947169
"Block Group 1, Census Tract 1303, Humphreys County, Tennessee",470851303001,283.0,22917.0,1909.75,12395.0,1032.9166666666667,9864.0,822.0,22259.0,1854.9166666666667,54.08648601474888,54.08648601474888,43.04228302133787,43.04228302133787,97.12876903608675,97.12876903608675,658.0,374.0,23421.0,1951.75,12107.0,1008.9166666666666,7224.0,602.0,19331.0,1610.9166666666667,51.69292515264079,51.69292515264079,30.844114256436534,30.844114256436534,82.53703940907732,82.53703940907732,4090.0,504.0,2.1992407383165333,42.0,2.1992407383165333,-288.0,-2.3235175473981444,-24.000000000000114,-2.323517547398155,-2928.0,-13.15422974976414,-244.0,-13.15422974976414,3432.0,521.580547112462
"Block Group 1, Census Tract 185, Davidson County, Tennessee",470370185001,331.0,225469.0,18789.083333333332,13436.0,1119.6666666666667,48012.0,4001.0,61448.0,5120.666666666667,5.959134071646214,5.959134071646213,21.294279923182348,21.294279923182344,27.253413994828563,27.253413994828556,164021.0,264.0,250001.0,20833.416666666668,14072.0,1172.6666666666667,46560.0,3880.0,60632.0,5052.666666666667,5.62877748489006,5.62877748489006,18.62392550429798,18.623925504297983,24.252702989188045,24.252702989188045,189369.0,24532.0,10.880431456209058,2044.3333333333358,10.88043145620907,636.0,4.733551652277463,53.0,4.733551652277463,-816.0,-1.3279520895716703,-68.0,-1.3279520895716703,25348.0,15.454118679925132
"Block Group 2, Census Tract 1015, Montgomery County, Tennessee",471251015002,1000.0,71618.0,5968.166666666667,15409.0,1284.0833333333333,13272.0,1106.0,28681.0,2390.0833333333335,21.51554078583596,21.515540785835963,18.53165405345025,18.53165405345025,40.04719483928621,40.04719483928621,42937.0,1075.0,79329.0,6610.75,17984.0,1498.6666666666667,13836.0,1153.0,31820.0,2651.6666666666665,22.67014584830264,22.67014584830264,17.441288809892978,17.441288809892978,40.11143465819561,40.11143465819561,47509.0,7711.0,10.766846323549945,642.583333333333,10.76684632354994,2575.0,16.711013044324748,214.58333333333348,16.71101304432476,3139.0,10.944527736131935,261.58333333333303,10.94452773613192,4572.0,10.648158930526119
"Block Group 2, Census Tract 184.05, Davidson County, Tennessee",470370184052,627.0,77422.0,6451.833333333333,13450.0,1120.8333333333333,16344.0,1362.0,29794.0,2482.8333333333335,17.372323112293664,17.372323112293664,21.11027873214332,21.110278732143318,38.482601844436985,38.48260184443698,47628.0,778.0,81429.0,6785.75,14823.0,1235.25,19452.0,1621.0,34275.0,2856.25,18.203588402166304,18.203588402166304,23.88829532476145,23.88829532476145,42.09188372692776,42.09188372692776,47154.0,4007.0,5.175531502673659,333.91666666666697,5.175531502673664,1373.0,10.20817843866171,114.41666666666674,10.208178438661717,4481.0,15.039940927703565,373.4166666666665,15.039940927703558,-474.0,-0.9952128999748048
"Block Group 2, Census Tract 211.05, Sumner County, Tennessee",471650211052,1201.0,48862.0,4071.8333333333335,13457.0,1121.4166666666667,12588.0,1049.0,26045.0,2170.4166666666665,27.540829274282675,27.540829274282675,25.76235111129303,25.76235111129303,53.3031803855757,53.3031803855757,22817.0,953.0,90114.0,7509.5,16296.0,1358.0,16128.0,1344.0,32424.0,2702.0,18.083760569944737,18.083760569944737,17.897330048605102,17.897330048605102,35.981090618549835,35.981090618549835,57690.0,41252.0,84.4255249478122,3437.6666666666665,84.4255249478122,2839.0,21.09682693022219,236.58333333333326,21.096826930222182,6379.0,24.492224995200615,531.5833333333335,24.492224995200623,34873.0,152.83779637989218
"Block Group 1, Census Tract 211.04, Sumner County, Tennessee",471650211041,415.0,53506.0,4458.833333333333,13467.0,1122.25,12696.0,1058.0,26163.0,2180.25,25.16913990954286,25.169139909542853,23.728180017194337,23.728180017194333,48.89731992673719,48.89731992673719,27343.0,344.0,66250.0,5520.833333333333,15073.0,1256.0833333333333,13224.0,1102.0,28297.0,2358.083333333333,22.751698113207546,22.751698113207546,19.96075471698113,19.96075471698113,42.71245283018869,42.71245283018868,37953.0,12744.0,23.81788958247673,1062.0,23.817889582476734,1606.0,11.92544738991609,133.83333333333326,11.925447389916084,2134.0,8.156556969766465,177.83333333333303,8.15655696976645,10610.0,38.80335003474381
"Block Group 3, Census Tract 408.09, Rutherford County, Tennessee",471490408093,417.0,77798.0,6483.166666666667,16047.0,1337.25,14100.0,1175.0,30147.0,2512.25,20.62649425435101,20.62649425435101,18.123859225172883,18.123859225172883,38.750353479523895,38.750353479523895,47651.0,389.0,66982.0,5581.833333333333,18122.0,1510.1666666666667,13440.0,1120.0,31562.0,2630.1666666666665,27.055029709474187,27.055029709474187,20.065092114299365,20.06509211429936,47.12012182377355,47.12012182377355,35420.0,-10816.0,-13.902671019820561,-901.3333333333339,-13.90267101982057,2075.0,12.930765875241478,172.91666666666674,12.930765875241484,1415.0,4.693667694961356,117.91666666666652,4.69366769496135,-12231.0,-25.667876854630546
"Block Group 1, Census Tract 154.02, Davidson County, Tennessee",470370154021,171.0,63698.0,5308.166666666667,13514.0,1126.1666666666667,,,,,21.215736757825994,21.215736757825994,,,,,,217.0,72546.0,6045.5,14953.0,1246.0833333333333,12732.0,1061.0,27685.0,2307.083333333333,20.611749786342457,20.611749786342457,17.55024398312795,17.55024398312795,38.161993769470406,38.161993769470406,44861.0,8848.0,13.89054601400358,737.333333333333,13.890546014003574,1439.0,10.648216664200088,119.91666666666652,10.648216664200074,,,,,,
"Block Group 1, Census Tract 110.02, Maury County, Tennessee",471190110021,1023.0,30575.0,2547.9166666666665,13519.0,1126.5833333333333,7608.0,634.0,21127.0,1760.5833333333333,44.21586263286999,44.21586263286999,24.883074407195423,24.883074407195423,69.09893704006541,69.09893704006541,9448.0,1168.0,43421.0,3618.4166666666665,14680.0,1223.3333333333333,9264.0,772.0,23944.0,1995.3333333333333,33.80852582851615,33.80852582851615,21.335298588240715,21.335298588240715,55.14382441675687,55.14382441675687,19477.0,12846.0,42.01471790678659,1070.5,42.01471790678659,1161.0,8.587913307197278,96.75,8.587913307197278,2817.0,13.333648885312632,234.75,13.333648885312636,10029.0,106.14944961896697
