NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Block Group 1, Census Tract 403.04, Rutherford County, Tennessee",471490403041,1061.0,62653.0,5221.083333333333,14752.0,1229.3333333333333,12048.0,1004.0,26800.0,2233.3333333333335,23.5455604679744,23.5455604679744,19.229725631653714,19.229725631653714,42.77528609962812,42.77528609962811
"Block Group 1, Census Tract 422, Rutherford County, Tennessee",471490422001,296.0,60250.0,5020.833333333333,15090.0,1257.5,15000.0,1250.0,30090.0,2507.5,25.045643153526974,25.04564315352697,24.896265560165975,24.896265560165975,49.94190871369295,49.941908713692946
"Block Group 2, Census Tract 401.05, Rutherford County, Tennessee",471490401052,381.0,56161.0,4680.083333333333,15948.0,1329.0,12192.0,1016.0,28140.0,2345.0,28.39693025409092,28.39693025409092,21.70901515286409,21.709015152864087,50.10594540695501,50.105945406955
"Block Group 1, Census Tract 403.05, Rutherford County, Tennessee",471490403051,1059.0,27689.0,2307.4166666666665,13740.0,1145.0,8460.0,705.0,22200.0,1850.0,49.62259380981617,49.62259380981617,30.553649463685943,30.55364946368594,80.17624327350212,80.17624327350211
"Block Group 4, Census Tract 421, Rutherford County, Tennessee",471490421004,1093.0,35050.0,2920.8333333333335,13388.0,1115.6666666666667,10920.0,910.0,24308.0,2025.6666666666667,38.19686162624822,38.19686162624822,31.155492154065616,31.155492154065623,69.35235378031383,69.35235378031383
"Block Group 1, Census Tract 417, Rutherford County, Tennessee",471490417001,558.0,44423.0,3701.9166666666665,13053.0,1087.75,9624.0,802.0,22677.0,1889.75,29.38342750377057,29.38342750377057,21.664453098620086,21.664453098620086,51.04788060239066,51.04788060239065
"Block Group 2, Census Tract 401.04, Rutherford County, Tennessee",471490401042,1228.0,46071.0,3839.25,14121.0,1176.75,13332.0,1111.0,27453.0,2287.75,30.650517679234223,30.650517679234223,28.937943608777754,28.937943608777754,59.588461288011985,59.588461288011985
"Block Group 1, Census Tract 412.01, Rutherford County, Tennessee",471490412011,1330.0,96389.0,8032.416666666667,16341.0,1361.75,19932.0,1661.0,36273.0,3022.75,16.95317930469244,16.953179304692444,20.67870815134507,20.67870815134507,37.63188745603751,37.63188745603752
"Block Group 1, Census Tract 412.02, Rutherford County, Tennessee",471490412021,633.0,72006.0,6000.5,16988.0,1415.6666666666667,14028.0,1169.0,31016.0,2584.6666666666665,23.592478404577395,23.592478404577395,19.481709857511873,19.481709857511873,43.07418826208927,43.07418826208927
"Block Group 1, Census Tract 410, Rutherford County, Tennessee",471490410001,1156.0,70096.0,5841.333333333333,15292.0,1274.3333333333333,17472.0,1456.0,32764.0,2730.3333333333335,21.815795480483906,21.815795480483906,24.92581602373887,24.92581602373887,46.74161150422279,46.74161150422278
"Block Group 1, Census Tract 402, Rutherford County, Tennessee",471490402001,1290.0,68300.0,5691.666666666667,16859.0,1404.9166666666667,14232.0,1186.0,31091.0,2590.9166666666665,24.683748169838946,24.683748169838946,20.837481698389457,20.83748169838946,45.521229868228396,45.5212298682284
"Block Group 1, Census Tract 403.06, Rutherford County, Tennessee",471490403061,2436.0,68285.0,5690.416666666667,12885.0,1073.75,15096.0,1258.0,27981.0,2331.75,18.869444241048548,18.869444241048548,22.10734421908179,22.10734421908179,40.97678846013033,40.97678846013034
"Block Group 1, Census Tract 403.02, Rutherford County, Tennessee",471490403021,1063.0,94607.0,7883.916666666667,16743.0,1395.25,14988.0,1249.0,31731.0,2644.25,17.697421966662084,17.697421966662084,15.842379527941908,15.842379527941908,33.53980149460399,33.53980149460399
"Block Group 1, Census Tract 403.07, Rutherford County, Tennessee",471490403071,1047.0,93750.0,7812.5,16758.0,1396.5,18132.0,1511.0,34890.0,2907.5,17.8752,17.8752,19.340799999999998,19.340799999999998,37.216,37.216
"Block Group 1, Census Tract 401.03, Rutherford County, Tennessee",471490401031,2395.0,64163.0,5346.916666666667,16096.0,1341.3333333333333,15192.0,1266.0,31288.0,2607.3333333333335,25.086108816607698,25.086108816607698,23.677197138537785,23.677197138537785,48.76330595514548,48.76330595514548
"Block Group 1, Census Tract 401.02, Rutherford County, Tennessee",471490401021,1189.0,70425.0,5868.75,17448.0,1454.0,15444.0,1287.0,32892.0,2741.0,24.775292864749733,24.775292864749733,21.929712460063897,21.929712460063897,46.705005324813634,46.705005324813634
"Block Group 2, Census Tract 403.08, Rutherford County, Tennessee",471490403082,1290.0,60146.0,5012.166666666667,14218.0,1184.8333333333333,14424.0,1202.0,28642.0,2386.8333333333335,23.639144747780396,23.639144747780403,23.98164466464935,23.981644664649355,47.62078941242975,47.62078941242975
"Block Group 3, Census Tract 403.02, Rutherford County, Tennessee",471490403023,1072.0,68538.0,5711.5,17056.0,1421.3333333333333,13056.0,1088.0,30112.0,2509.3333333333335,24.885464997519623,24.885464997519623,19.049286527182,19.049286527182,43.934751524701625,43.934751524701625
"Block Group 2, Census Tract 407.01, Rutherford County, Tennessee",471490407012,1662.0,78821.0,6568.416666666667,18513.0,1542.75,14328.0,1194.0,32841.0,2736.75,23.48739549104934,23.48739549104934,18.17789675340328,18.17789675340328,41.665292244452615,41.66529224445262
"Block Group 3, Census Tract 406, Rutherford County, Tennessee",471490406003,419.0,60489.0,5040.75,17677.0,1473.0833333333333,18756.0,1563.0,36433.0,3036.0833333333335,29.22349518094199,29.22349518094199,31.007290581758667,31.007290581758667,60.230785762700656,60.230785762700656
"Block Group 1, Census Tract 408.05, Rutherford County, Tennessee",471490408051,2093.0,99173.0,8264.416666666666,17539.0,1461.5833333333333,19812.0,1651.0,37351.0,3112.5833333333335,17.685257076018676,17.685257076018672,19.977211539431096,19.977211539431096,37.662468615449775,37.66246861544977
"Block Group 1, Census Tract 405.01, Rutherford County, Tennessee",471490405011,442.0,83750.0,6979.166666666667,17217.0,1434.75,17940.0,1495.0,35157.0,2929.75,20.557611940298507,20.557611940298507,21.420895522388058,21.420895522388058,41.978507462686565,41.978507462686565
"Block Group 1, Census Tract 405.02, Rutherford County, Tennessee",471490405021,883.0,78356.0,6529.666666666667,17856.0,1488.0,12816.0,1068.0,30672.0,2556.0,22.78829955587319,22.788299555873195,16.356118229618662,16.356118229618662,39.14441778549186,39.14441778549186
