NAME,GEO_ID,Households,Annual Median Household Income,Monthly Median Household Income,Annual Transportation Cost,Monthly Transportation Cost,Annual Housing Cost,Monthly Housing Cost,Annual Housing and Transportation Cost,Monthly Housing and Transportation Cost,Transportation Cost as Percent of Monthly Median Household Income,Transportation Cost as Percent of Annual Median Household Income,Housing Cost as Percent of Monthly Median Household Income,Housing Cost as Percent of Annual Median Household Income,Housing and Transportation Cost as Percent of Monthly Median Household Income,Housing and Transportation Cost as Percent of Annual Median Household Income
"Block Group 6, Census Tract 185, Davidson County, Tennessee",470370185006,255.0,91853.0,7654.416666666667,15374.0,1281.1666666666667,0.0,0.0,15374.0,1281.1666666666667,16.737613360478157,16.737613360478154,0.0,0.0,16.737613360478157,16.737613360478154
"Block Group 1, Census Tract 184.07, Davidson County, Tennessee",470370184071,1043.0,119964.0,9997.0,16456.0,1371.3333333333333,19920.0,1660.0,36376.0,3031.3333333333335,13.717448567903704,13.717448567903704,16.604981494448335,16.604981494448335,30.32243006235204,30.32243006235204
"Block Group 1, Census Tract 184.10, Davidson County, Tennessee",470370184101,1161.0,62674.0,5222.833333333333,11695.0,974.5833333333334,14304.0,1192.0,25999.0,2166.5833333333335,18.660050419631744,18.660050419631744,22.822861154545745,22.822861154545745,41.48291157417749,41.482911574177486
"Block Group 1, Census Tract 509.09, Williamson County, Tennessee",471870509091,807.0,146705.0,12225.416666666666,17269.0,1439.0833333333333,27792.0,2316.0,45061.0,3755.0833333333335,11.771241607307182,11.771241607307182,18.944139599877303,18.944139599877303,30.71538120718449,30.715381207184482
"Block Group 2, Census Tract 502.08, Williamson County, Tennessee",471870502082,660.0,250001.0,20833.416666666668,15489.0,1290.75,34848.0,2904.0,50337.0,4194.75,6.195575217699129,6.19557521769913,13.939144243423026,13.939144243423026,20.134719461122156,20.134719461122156
"Block Group 2, Census Tract 507.02, Williamson County, Tennessee",471870507022,437.0,152865.0,12738.75,15316.0,1276.3333333333333,26556.0,2213.0,41872.0,3489.3333333333335,10.019298073463514,10.019298073463514,17.372191149053087,17.372191149053087,27.3914892225166,27.3914892225166
"Block Group 1, Census Tract 509.08, Williamson County, Tennessee",471870509081,871.0,136607.0,11383.916666666666,16389.0,1365.75,25512.0,2126.0,41901.0,3491.75,11.997189016668255,11.997189016668253,18.67547051029596,18.67547051029596,30.672659526964214,30.672659526964214
"Block Group 1, Census Tract 511.00, Williamson County, Tennessee",471870511001,1228.0,153083.0,12756.916666666666,17653.0,1471.0833333333333,31080.0,2590.0,48733.0,4061.0833333333335,11.531652763533508,11.531652763533508,20.30271160089625,20.302711600896245,31.834364364429756,31.834364364429753
"Block Group 3, Census Tract 510.02, Williamson County, Tennessee",471870510023,1726.0,136667.0,11388.916666666666,16621.0,1385.0833333333333,27636.0,2303.0,44257.0,3688.0833333333335,12.161677654444745,12.161677654444745,20.221414094111967,20.221414094111967,32.383091748556716,32.38309174855671
"Block Group 3, Census Tract 512.02, Williamson County, Tennessee",471870512023,2162.0,115427.0,9618.916666666666,16992.0,1416.0,21672.0,1806.0,38664.0,3222.0,14.72099248875913,14.72099248875913,18.775503131849568,18.775503131849565,33.4964956206087,33.4964956206087
"Block Group 2, Census Tract 509.08, Williamson County, Tennessee",471870509082,515.0,112841.0,9403.416666666666,15364.0,1280.3333333333333,23916.0,1993.0,39280.0,3273.3333333333335,13.61561843656118,13.615618436561178,21.194424012548634,21.19442401254863,34.810042449109815,34.81004244910981
"Block Group 2, Census Tract 502.05, Williamson County, Tennessee",471870502052,530.0,155000.0,12916.666666666666,15803.0,1316.9166666666667,33912.0,2826.0,49715.0,4142.916666666667,10.195483870967744,10.195483870967742,21.878709677419355,21.878709677419355,32.0741935483871,32.0741935483871
"Block Group 1, Census Tract 503.06, Williamson County, Tennessee",471870503061,693.0,109531.0,9127.583333333334,15450.0,1287.5,26004.0,2167.0,41454.0,3454.5,14.105595676109958,14.10559567610996,23.741223945732255,23.74122394573226,37.846819621842215,37.84681962184222
"Block Group 1, Census Tract 504.04, Williamson County, Tennessee",471870504041,1359.0,180884.0,15073.666666666666,16265.0,1355.4166666666667,31488.0,2624.0,47753.0,3979.4166666666665,8.991950642400655,8.991950642400655,17.40784148957343,17.40784148957343,26.39979213197408,26.39979213197408
"Block Group 1, Census Tract 504.05, Williamson County, Tennessee",471870504051,877.0,166750.0,13895.833333333334,17709.0,1475.75,32400.0,2700.0,50109.0,4175.75,10.620089955022488,10.620089955022488,19.430284857571216,19.430284857571216,30.0503748125937,30.050374812593706
"Block Group 1, Census Tract 509.04, Williamson County, Tennessee",471870509041,528.0,69688.0,5807.333333333333,9935.0,827.9166666666666,19056.0,1588.0,28991.0,2415.9166666666665,14.256399954081047,14.256399954081047,27.344736540006892,27.344736540006885,41.60113649408794,41.60113649408794
"Block Group 1, Census Tract 509.06, Williamson County, Tennessee",471870509061,582.0,112773.0,9397.75,13456.0,1121.3333333333333,24816.0,2068.0,38272.0,3189.3333333333335,11.931934062231207,11.931934062231207,22.005267218217124,22.005267218217124,33.937201280448335,33.937201280448335
"Block Group 1, Census Tract 502.05, Williamson County, Tennessee",471870502051,689.0,117404.0,9783.666666666666,15725.0,1310.4166666666667,28068.0,2339.0,43793.0,3649.4166666666665,13.393921842526662,13.39392184252666,23.907192259207523,23.90719225920752,37.301114101734186,37.301114101734186
"Block Group 1, Census Tract 502.06, Williamson County, Tennessee",471870502061,621.0,162788.0,13565.666666666666,16237.0,1353.0833333333333,32880.0,2740.0,49117.0,4093.0833333333335,9.974322431628867,9.974322431628867,20.198048996240512,20.19804899624051,30.172371427869376,30.172371427869376
"Block Group 2, Census Tract 509.05, Williamson County, Tennessee",471870509052,594.0,75714.0,6309.5,11957.0,996.4166666666666,15468.0,1289.0,27425.0,2285.4166666666665,15.792323744617903,15.792323744617903,20.4295110547587,20.4295110547587,36.2218347993766,36.2218347993766
"Block Group 1, Census Tract 502.04, Williamson County, Tennessee",471870502041,1716.0,169000.0,14083.333333333334,16614.0,1384.5,31584.0,2632.0,48198.0,4016.5,9.83076923076923,9.83076923076923,18.688757396449702,18.688757396449702,28.519526627218934,28.519526627218934
"Block Group 1, Census Tract 501.03, Williamson County, Tennessee",471870501031,915.0,121875.0,10156.25,17547.0,1462.25,28800.0,2400.0,46347.0,3862.25,14.397538461538462,14.397538461538462,23.63076923076923,23.63076923076923,38.02830769230769,38.02830769230769
"Block Group 3, Census Tract 502.03, Williamson County, Tennessee",471870502033,525.0,179886.0,14990.5,15751.0,1312.5833333333333,33120.0,2760.0,48871.0,4072.5833333333335,8.75610108624351,8.756101086243511,18.41166071845502,18.41166071845502,27.167761804698532,27.167761804698532
"Block Group 1, Census Tract 505.02, Williamson County, Tennessee",471870505021,592.0,60789.0,5065.75,16705.0,1392.0833333333333,15972.0,1331.0,32677.0,2723.0833333333335,27.480300712299922,27.480300712299922,26.274490450574937,26.274490450574937,53.75479116287486,53.75479116287486
"Block Group 2, Census Tract 509.04, Williamson County, Tennessee",471870509042,729.0,56228.0,4685.666666666667,15068.0,1255.6666666666667,15996.0,1333.0,31064.0,2588.6666666666665,26.798036565412247,26.798036565412247,28.448459842071568,28.448459842071568,55.24649640748381,55.24649640748381
"Block Group 3, Census Tract 509.05, Williamson County, Tennessee",471870509053,644.0,90595.0,7549.583333333333,12593.0,1049.4166666666667,18612.0,1551.0,31205.0,2600.4166666666665,13.900325625034496,13.900325625034494,20.544180142391966,20.544180142391962,34.444505767426456,34.444505767426456
"Block Group 1, Census Tract 507.01, Williamson County, Tennessee",471870507011,992.0,92727.0,7727.25,14985.0,1248.75,21396.0,1783.0,36381.0,3031.75,16.16034164806367,16.16034164806367,23.07418551231033,23.07418551231033,39.234527160374,39.234527160374
"Block Group 3, Census Tract 509.06, Williamson County, Tennessee",471870509063,829.0,112566.0,9380.5,16009.0,1334.0833333333333,23520.0,1960.0,39529.0,3294.0833333333335,14.221878720039799,14.221878720039799,20.894408613613347,20.894408613613347,35.11628733365315,35.11628733365315
"Block Group 1, Census Tract 510.01, Williamson County, Tennessee",471870510011,608.0,116700.0,9725.0,13399.0,1116.5833333333333,25212.0,2101.0,38611.0,3217.5833333333335,11.481576692373608,11.481576692373608,21.604113110539846,21.604113110539846,33.08568980291346,33.08568980291346
"Block Group 1, Census Tract 302.04, Wilson County, Tennessee",471890302041,1031.0,76047.0,6337.25,17009.0,1417.4166666666667,24096.0,2008.0,41105.0,3425.4166666666665,22.36643128591529,22.36643128591529,31.68566807369127,31.68566807369127,54.05209935960655,54.052099359606565
"Block Group 1, Census Tract 306, Wilson County, Tennessee",471890306001,526.0,38714.0,3226.1666666666665,11520.0,960.0,12516.0,1043.0,24036.0,2003.0,29.756677171049233,29.756677171049233,32.3293898847962,32.3293898847962,62.086067055845426,62.086067055845426
"Block Group 4, Census Tract 309.01, Wilson County, Tennessee",471890309014,695.0,96181.0,8015.083333333333,17539.0,1461.5833333333333,16716.0,1393.0,34255.0,2854.5833333333335,18.2354103201256,18.2354103201256,17.379731963693455,17.379731963693455,35.615142283819054,35.615142283819054
"Block Group 1, Census Tract 301.01, Wilson County, Tennessee",471890301011,870.0,85645.0,7137.083333333333,17232.0,1436.0,21660.0,1805.0,38892.0,3241.0,20.120263879969645,20.12026387996964,25.29044310817911,25.29044310817911,45.41070698814876,45.41070698814875
"Block Group 1, Census Tract 303.05, Wilson County, Tennessee",471890303051,622.0,91223.0,7601.916666666667,15358.0,1279.8333333333333,14820.0,1235.0,30178.0,2514.8333333333335,16.83566644376966,16.835666443769664,16.24590289729564,16.24590289729564,33.081569341065304,33.081569341065304
"Block Group 3, Census Tract 301.01, Wilson County, Tennessee",471890301013,1003.0,59188.0,4932.333333333333,15950.0,1329.1666666666667,16332.0,1361.0,32282.0,2690.1666666666665,26.94803000608232,26.948030006082313,27.59343110089883,27.59343110089883,54.541461106981146,54.541461106981146
"Block Group 1, Census Tract 309.04, Wilson County, Tennessee",471890309041,781.0,84962.0,7080.166666666667,17530.0,1460.8333333333333,18564.0,1547.0,36094.0,3007.8333333333335,20.6327534662555,20.6327534662555,21.84976813163532,21.84976813163532,42.48252159789082,42.48252159789082
"Block Group 2, Census Tract 103.01, Maury County, Tennessee",471190103012,1302.0,77292.0,6441.0,17855.0,1487.9166666666667,15780.0,1315.0,33635.0,2802.9166666666665,23.10070899963774,23.100708999637735,20.416084458934947,20.416084458934947,43.516793458572685,43.516793458572685
"Block Group 1, Census Tract 103.01, Maury County, Tennessee",471190103011,1250.0,75682.0,6306.833333333333,17373.0,1447.75,17460.0,1455.0,34833.0,2902.75,22.95526016754314,22.95526016754314,23.0702148463307,23.0702148463307,46.02547501387384,46.02547501387384
"Block Group 1, Census Tract 104, Maury County, Tennessee",471190104001,785.0,42961.0,3580.0833333333335,13006.0,1083.8333333333333,10752.0,896.0,23758.0,1979.8333333333333,30.27396941411978,30.273969414119783,25.02735038756081,25.02735038756081,55.30131980168059,55.30131980168059
"Block Group 5, Census Tract 107, Maury County, Tennessee",471190107005,336.0,47500.0,3958.3333333333335,13412.0,1117.6666666666667,11412.0,951.0,24824.0,2068.6666666666665,28.235789473684214,28.235789473684207,24.025263157894734,24.025263157894734,52.26105263157894,52.261052631578956
"Block Group 2, Census Tract 110.01, Maury County, Tennessee",471190110012,608.0,59911.0,4992.583333333333,17803.0,1483.5833333333333,14424.0,1202.0,32227.0,2685.5833333333335,29.715745021782308,29.715745021782308,24.075712306588105,24.075712306588105,53.79145732837042,53.79145732837042
"Block Group 2, Census Tract 105, Maury County, Tennessee",471190105002,284.0,29958.0,2496.5,12903.0,1075.25,10956.0,913.0,23859.0,1988.25,43.0702984177849,43.0702984177849,36.57119967955137,36.57119967955137,79.64149809733627,79.64149809733627
"Block Group 3, Census Tract 111.01, Maury County, Tennessee",471190111013,620.0,82292.0,6857.666666666667,16445.0,1370.4166666666667,16752.0,1396.0,33197.0,2766.4166666666665,19.983716521654596,19.983716521654596,20.35677830165751,20.356778301657513,40.340494823312106,40.340494823312106
"Block Group 1, Census Tract 109, Maury County, Tennessee",471190109001,637.0,63170.0,5264.166666666667,17388.0,1449.0,14088.0,1174.0,31476.0,2623.0,27.525724236188065,27.525724236188065,22.301725502611998,22.301725502611998,49.82744973880006,49.82744973880006
"Block Group 5, Census Tract 106, Maury County, Tennessee",471190106005,447.0,45729.0,3810.75,12133.0,1011.0833333333334,9948.0,829.0,22081.0,1840.0833333333333,26.53239738459184,26.53239738459183,21.754247851472808,21.754247851472808,48.28664523606464,48.28664523606464
"Block Group 2, Census Tract 112, Maury County, Tennessee",471190112002,462.0,54083.0,4506.916666666667,16890.0,1407.5,13872.0,1156.0,30762.0,2563.5,31.229776454708503,31.229776454708503,25.649464711646914,25.649464711646914,56.87924116635541,56.87924116635542
"Block Group 3, Census Tract 105, Maury County, Tennessee",471190105003,736.0,45263.0,3771.9166666666665,14991.0,1249.25,11232.0,936.0,26223.0,2185.25,33.11976669686057,33.11976669686057,24.814970284780063,24.814970284780063,57.93473698164063,57.93473698164063
"Block Group 3, Census Tract 112, Maury County, Tennessee",471190112003,792.0,52077.0,4339.75,18110.0,1509.1666666666667,11952.0,996.0,30062.0,2505.1666666666665,34.77542869212896,34.77542869212896,22.95063079670488,22.95063079670488,57.72605948883383,57.72605948883385
"Block Group 3, Census Tract 108.02, Maury County, Tennessee",471190108023,342.0,-666666666.0,-55555555.5,12146.0,1012.1666666666666,11004.0,917.0,23150.0,1929.1666666666667,-0.0018219000018219,-0.0018219000018219,-0.0016506000016506,-0.0016506000016506,-0.0034725000034725,-0.0034725000034725
"Block Group 5, Census Tract 105, Maury County, Tennessee",471190105005,324.0,22963.0,1913.5833333333333,12336.0,1028.0,7200.0,600.0,19536.0,1628.0,53.721203675477945,53.721203675477945,31.35478813743849,31.35478813743849,85.07599181291643,85.07599181291643
"Block Group 3, Census Tract 107, Maury County, Tennessee",471190107003,388.0,38010.0,3167.5,12545.0,1045.4166666666667,9540.0,795.0,22085.0,1840.4166666666667,33.00447250723494,33.00447250723494,25.09865824782952,25.09865824782952,58.103130755064456,58.103130755064456
"Block Group 2, Census Tract 106, Maury County, Tennessee",471190106002,494.0,52821.0,4401.75,13972.0,1164.3333333333333,15684.0,1307.0,29656.0,2471.3333333333335,26.451600689119857,26.451600689119857,29.692735843698532,29.692735843698532,56.14433653281839,56.144336532818386
"Block Group 4, Census Tract 106, Maury County, Tennessee",471190106004,184.0,35878.0,2989.8333333333335,12116.0,1009.6666666666666,7968.0,664.0,20084.0,1673.6666666666667,33.76999832766598,33.76999832766598,22.208595796867158,22.20859579686716,55.978594124533146,55.978594124533146
"Block Group 2, Census Tract 104, Maury County, Tennessee",471190104002,392.0,36087.0,3007.25,14088.0,1174.0,12084.0,1007.0,26172.0,2181.0,39.03898910965167,39.03898910965167,33.4857427882617,33.4857427882617,72.52473189791337,72.52473189791337
"Block Group 1, Census Tract 110.01, Maury County, Tennessee",471190110011,406.0,45517.0,3793.0833333333335,17439.0,1453.25,12120.0,1010.0,29559.0,2463.25,38.31315772129095,38.31315772129095,26.627413933255706,26.627413933255706,64.94057165454666,64.94057165454666
"Block Group 1, Census Tract 108.01, Maury County, Tennessee",471190108011,535.0,53594.0,4466.166666666667,16072.0,1339.3333333333333,13560.0,1130.0,29632.0,2469.3333333333335,29.988431540844118,29.988431540844125,25.301339702205468,25.30133970220547,55.28977124304959,55.28977124304959
"Block Group 3, Census Tract 101, Maury County, Tennessee",471190101003,526.0,55071.0,4589.25,16921.0,1410.0833333333333,15720.0,1310.0,32641.0,2720.0833333333335,30.725790343374914,30.725790343374914,28.544969221550364,28.544969221550364,59.27075956492528,59.27075956492528
"Block Group 4, Census Tract 107, Maury County, Tennessee",471190107004,446.0,48500.0,4041.6666666666665,12784.0,1065.3333333333333,8448.0,704.0,21232.0,1769.3333333333333,26.358762886597937,26.358762886597937,17.41855670103093,17.418556701030926,43.77731958762887,43.77731958762887
"Block Group 3, Census Tract 106, Maury County, Tennessee",471190106003,468.0,39096.0,3258.0,12555.0,1046.25,10368.0,864.0,22923.0,1910.25,32.113259668508285,32.113259668508285,26.519337016574585,26.519337016574585,58.63259668508287,58.63259668508287
"Block Group 3, Census Tract 104, Maury County, Tennessee",471190104003,970.0,61897.0,5158.083333333333,14639.0,1219.9166666666667,13008.0,1084.0,27647.0,2303.9166666666665,23.65058080359307,23.650580803593066,21.015558104593115,21.015558104593115,44.666138908186184,44.666138908186184
"Block Group 1, Census Tract 111.01, Maury County, Tennessee",471190111011,738.0,70567.0,5880.583333333333,16894.0,1407.8333333333333,16368.0,1364.0,33262.0,2771.8333333333335,23.94036872759222,23.94036872759222,23.194977822494938,23.194977822494934,47.13534655008716,47.13534655008716
"Block Group 1, Census Tract 105, Maury County, Tennessee",471190105001,187.0,26172.0,2181.0,12375.0,1031.25,7536.0,628.0,19911.0,1659.25,47.283356258596974,47.283356258596974,28.79413113250802,28.79413113250802,76.07748739110501,76.07748739110501
"Block Group 1, Census Tract 107, Maury County, Tennessee",471190107001,390.0,34265.0,2855.4166666666665,12847.0,1070.5833333333333,9924.0,827.0,22771.0,1897.5833333333333,37.49306872902378,37.49306872902379,28.96249817598132,28.96249817598132,66.4555669050051,66.4555669050051
"Block Group 4, Census Tract 110.02, Maury County, Tennessee",471190110024,563.0,35212.0,2934.3333333333335,14816.0,1234.6666666666667,10056.0,838.0,24872.0,2072.6666666666665,42.076564807452,42.076564807452,28.558445984323527,28.558445984323527,70.63501079177553,70.63501079177553
"Block Group 4, Census Tract 105, Maury County, Tennessee",471190105004,267.0,38878.0,3239.8333333333335,13289.0,1107.4166666666667,10824.0,902.0,24113.0,2009.4166666666667,34.181285045527034,34.181285045527034,27.84093831987242,27.84093831987242,62.022223365399455,62.022223365399455
"Block Group 1, Census Tract 106, Maury County, Tennessee",471190106001,497.0,34926.0,2910.5,14939.0,1244.9166666666667,10236.0,853.0,25175.0,2097.9166666666665,42.773292103304136,42.77329210330413,29.30767909293936,29.30767909293936,72.08097119624348,72.08097119624348
"Block Group 2, Census Tract 111.02, Maury County, Tennessee",471190111022,558.0,46607.0,3883.9166666666665,13401.0,1116.75,4872.0,406.0,18273.0,1522.75,28.753191580663852,28.753191580663852,10.453365374299999,10.453365374299999,39.20655695496385,39.206556954963844
"Block Group 1, Census Tract 102.01, Maury County, Tennessee",471190102011,864.0,76182.0,6348.5,16979.0,1414.9166666666667,17148.0,1429.0,34127.0,2843.9166666666665,22.287416975138484,22.287416975138484,22.50925415452469,22.50925415452469,44.796671129663174,44.796671129663174
"Block Group 2, Census Tract 107, Maury County, Tennessee",471190107002,444.0,23735.0,1977.9166666666667,11454.0,954.5,8544.0,712.0,19998.0,1666.5,48.257847061301874,48.257847061301874,35.99747208763429,35.9974720876343,84.25531914893617,84.25531914893617
"Block Group 2, Census Tract 108.01, Maury County, Tennessee",471190108012,765.0,59866.0,4988.833333333333,14318.0,1193.1666666666667,12420.0,1035.0,26738.0,2228.1666666666665,23.916747402532327,23.916747402532323,20.746333478101096,20.746333478101093,44.663080880633416,44.663080880633416
"Block Group 1, Census Tract 108.02, Maury County, Tennessee",471190108021,981.0,42075.0,3506.25,13658.0,1138.1666666666667,14892.0,1241.0,28550.0,2379.1666666666665,32.461081402257875,32.461081402257875,35.39393939393939,35.39393939393939,67.85502079619727,67.85502079619727
"Block Group 1, Census Tract 112, Maury County, Tennessee",471190112001,930.0,56548.0,4712.333333333333,17000.0,1416.6666666666667,14940.0,1245.0,31940.0,2661.6666666666665,30.062955365353332,30.06295536535333,26.42003253872816,26.42003253872816,56.4829879040815,56.48298790408148
"Block Group 2, Census Tract 101, Maury County, Tennessee",471190101002,373.0,60156.0,5013.0,17294.0,1441.1666666666667,18720.0,1560.0,36014.0,3001.1666666666665,28.748587007114836,28.748587007114836,31.119090365050866,31.119090365050866,59.867677372165694,59.86767737216571
"Block Group 2, Census Tract 111.01, Maury County, Tennessee",471190111012,437.0,64196.0,5349.666666666667,14128.0,1177.3333333333333,14940.0,1245.0,29068.0,2422.3333333333335,22.007601719733312,22.007601719733316,23.272478036014704,23.272478036014704,45.28007975574802,45.28007975574802
"Block Group 1, Census Tract 102.02, Maury County, Tennessee",471190102021,4234.0,76538.0,6378.166666666667,15044.0,1253.6666666666667,16776.0,1398.0,31820.0,2651.6666666666665,19.655595913141184,19.655595913141184,21.91852413180381,21.91852413180381,41.57412004494499,41.574120044945
"Block Group 1, Census Tract 110.02, Maury County, Tennessee",471190110021,1168.0,43421.0,3618.4166666666665,14680.0,1223.3333333333333,9264.0,772.0,23944.0,1995.3333333333333,33.80852582851615,33.80852582851615,21.335298588240715,21.335298588240715,55.14382441675687,55.14382441675687
"Block Group 1, Census Tract 111.02, Maury County, Tennessee",471190111021,590.0,112714.0,9392.833333333334,17178.0,1431.5,21924.0,1827.0,39102.0,3258.5,15.240342814557199,15.240342814557199,19.450999875791826,19.450999875791826,34.691342690349025,34.691342690349025
"Block Group 2, Census Tract 102.01, Maury County, Tennessee",471190102012,1297.0,76130.0,6344.166666666667,15358.0,1279.8333333333333,15888.0,1324.0,31246.0,2603.8333333333335,20.173387626428475,20.173387626428475,20.869565217391305,20.869565217391305,41.042952843819776,41.042952843819776
"Block Group 2, Census Tract 109, Maury County, Tennessee",471190109002,683.0,66080.0,5506.666666666667,17106.0,1425.5,13536.0,1128.0,30642.0,2553.5,25.886803874092006,25.886803874092006,20.48426150121065,20.484261501210653,46.37106537530266,46.37106537530266
"Block Group 1, Census Tract 101, Maury County, Tennessee",471190101001,449.0,51964.0,4330.333333333333,16538.0,1378.1666666666667,15276.0,1273.0,31814.0,2651.1666666666665,31.825879455007318,31.82587945500731,29.397275036563776,29.397275036563776,61.22315449157109,61.22315449157109
"Block Group 4, Census Tract 104, Maury County, Tennessee",471190104004,552.0,45074.0,3756.1666666666665,13904.0,1158.6666666666667,11208.0,934.0,25112.0,2092.6666666666665,30.84705151528598,30.847051515285973,24.865776279007854,24.865776279007854,55.71282779429383,55.71282779429383
"Block Group 1, Census Tract 103.02, Maury County, Tennessee",471190103021,1120.0,80658.0,6721.5,17736.0,1478.0,17244.0,1437.0,34980.0,2915.0,21.98913932901882,21.98913932901882,21.379156438295023,21.379156438295023,43.36829576731384,43.36829576731384
"Block Group 3, Census Tract 102.01, Maury County, Tennessee",471190102013,490.0,62594.0,5216.166666666667,14412.0,1201.0,14328.0,1194.0,28740.0,2395.0,23.024571045148097,23.024571045148097,22.890372879189698,22.890372879189698,45.91494392433779,45.9149439243378
"Block Group 2, Census Tract 108.02, Maury County, Tennessee",471190108022,1561.0,67973.0,5664.416666666667,15845.0,1320.4166666666667,12600.0,1050.0,28445.0,2370.4166666666665,23.310726317802658,23.310726317802658,18.5367719535698,18.5367719535698,41.84749827137245,41.84749827137246
"Block Group 2, Census Tract 110.02, Maury County, Tennessee",471190110022,368.0,44688.0,3724.0,16331.0,1360.9166666666667,10656.0,888.0,26987.0,2248.9166666666665,36.54448621553885,36.544486215538846,23.8453276047261,23.8453276047261,60.38981382026495,60.38981382026495
"Block Group 1, Census Tract 806.05, Robertson County, Tennessee",471470806051,416.0,63750.0,5312.5,17350.0,1445.8333333333333,14016.0,1168.0,31366.0,2613.8333333333335,27.215686274509803,27.215686274509803,21.98588235294118,21.98588235294118,49.20156862745098,49.20156862745098
"Block Group 3, Census Tract 801.04, Robertson County, Tennessee",471470801043,1309.0,75078.0,6256.5,17001.0,1416.75,17316.0,1443.0,34317.0,2859.75,22.644449772236875,22.644449772236875,23.064013426036922,23.064013426036922,45.7084631982738,45.7084631982738
"Block Group 1, Census Tract 805, Robertson County, Tennessee",471470805001,1304.0,71346.0,5945.5,17715.0,1476.25,15504.0,1292.0,33219.0,2768.25,24.82970313682617,24.82970313682617,21.730720713144393,21.730720713144393,46.56042384997057,46.56042384997057
"Block Group 2, Census Tract 806.05, Robertson County, Tennessee",471470806052,712.0,60051.0,5004.25,16551.0,1379.25,14424.0,1202.0,30975.0,2581.25,27.56157266323625,27.56157266323625,24.019583354148974,24.019583354148974,51.58115601738522,51.58115601738522
"Block Group 3, Census Tract 802, Robertson County, Tennessee",471470802003,419.0,70139.0,5844.916666666667,18206.0,1517.1666666666667,16776.0,1398.0,34982.0,2915.1666666666665,25.95702818688604,25.95702818688604,23.918219535493805,23.918219535493808,49.87524772237984,49.87524772237985
"Block Group 2, Census Tract 801.04, Robertson County, Tennessee",471470801042,1150.0,63929.0,5327.416666666667,17390.0,1449.1666666666667,14088.0,1174.0,31478.0,2623.1666666666665,27.202052276744514,27.202052276744514,22.036947238342535,22.036947238342535,49.238999515087045,49.23899951508705
"Block Group 1, Census Tract 807, Robertson County, Tennessee",471470807001,1376.0,69143.0,5761.916666666667,17040.0,1420.0,17016.0,1418.0,34056.0,2838.0,24.64457718062566,24.64457718062566,24.60986650854027,24.60986650854027,49.254443689165925,49.25444368916593
"Block Group 1, Census Tract 801.01, Robertson County, Tennessee",471470801011,697.0,66510.0,5542.5,17745.0,1478.75,13452.0,1121.0,31197.0,2599.75,26.680198466396032,26.680198466396032,20.2255299954894,20.2255299954894,46.90572846188543,46.90572846188543
"Block Group 2, Census Tract 801.03, Robertson County, Tennessee",471470801032,1251.0,75842.0,6320.166666666667,16854.0,1404.5,15456.0,1288.0,32310.0,2692.5,22.22251522902877,22.22251522902877,20.379209409034573,20.379209409034573,42.60172463806334,42.601724638063345
"Block Group 3, Census Tract 806.06, Robertson County, Tennessee",471470806063,398.0,-666666666.0,-55555555.5,15810.0,1317.5,16524.0,1377.0,32334.0,2694.5,-0.0023715000023715,-0.0023715000023715,-0.0024786000024786,-0.0024786000024786,-0.0048501000048501,-0.0048501000048501
"Block Group 1, Census Tract 806.06, Robertson County, Tennessee",471470806061,1163.0,52796.0,4399.666666666667,15027.0,1252.25,13980.0,1165.0,29007.0,2417.25,28.462383513902566,28.462383513902566,26.479278733237365,26.479278733237365,54.94166224713993,54.94166224713993
"Block Group 2, Census Tract 806.06, Robertson County, Tennessee",471470806062,384.0,51900.0,4325.0,17182.0,1431.8333333333333,13704.0,1142.0,30886.0,2573.8333333333335,33.10597302504817,33.10597302504817,26.404624277456644,26.404624277456644,59.51059730250482,59.51059730250482
"Block Group 2, Census Tract 802, Robertson County, Tennessee",471470802002,354.0,65298.0,5441.5,17237.0,1436.4166666666667,16476.0,1373.0,33713.0,2809.4166666666665,26.397439431529296,26.397439431529296,25.232013231645684,25.232013231645684,51.62945266317498,51.62945266317498
"Block Group 1, Census Tract 803.02, Robertson County, Tennessee",471470803021,636.0,60294.0,5024.5,14473.0,1206.0833333333333,13272.0,1106.0,27745.0,2312.0833333333335,24.00404683716456,24.004046837164562,22.01214051149368,22.01214051149368,46.01618734865824,46.01618734865824
"Block Group 4, Census Tract 806.06, Robertson County, Tennessee",471470806064,399.0,74139.0,6178.25,16354.0,1362.8333333333333,14088.0,1174.0,30442.0,2536.8333333333335,22.058565667192703,22.058565667192706,19.00214462024036,19.00214462024036,41.06071028743307,41.06071028743307
"Block Group 2, Census Tract 805, Robertson County, Tennessee",471470805002,459.0,70583.0,5881.916666666667,17959.0,1496.5833333333333,14592.0,1216.0,32551.0,2712.5833333333335,25.44380374877803,25.44380374877803,20.673533287052123,20.673533287052123,46.11733703583016,46.11733703583016
"Block Group 2, Census Tract 806.04, Robertson County, Tennessee",471470806042,466.0,54643.0,4553.583333333333,16841.0,1403.4166666666667,12960.0,1080.0,29801.0,2483.4166666666665,30.82005014365976,30.820050143659756,23.717585052065225,23.717585052065225,54.537635195724974,54.537635195724974
"Block Group 1, Census Tract 801.04, Robertson County, Tennessee",471470801041,335.0,46161.0,3846.75,17210.0,1434.1666666666667,15960.0,1330.0,33170.0,2764.1666666666665,37.282554537380044,37.282554537380044,34.57464093065575,34.57464093065575,71.85719546803578,71.85719546803578
